student_id,畢業年度,班級_原始,班級_標準,座號,統測報名序號,報考群類
112-商經332,112,商經三三,133,32.0,商經332,09商業與管理群
112-商經333,112,商經三三,133,33.0,商經333,09商業與管理群
112-商經334,112,商經三三,133,34.0,商經334,09商業與管理群
112-商經335,112,商經三三,133,35.0,商經335,09商業與管理群
112-商經336,112,商經三三,133,36.0,商經336,09商業與管理群
112-商經401,112,商經三四,134,1.0,商經401,09商業與管理群
112-商經402,112,商經三四,134,2.0,商經402,09商業與管理群
112-商經403,112,商經三四,134,3.0,商經403,09商業與管理群
112-商經404,112,商經三四,134,4.0,商經404,09商業與管理群
112-商經405,112,商經三四,134,5.0,商經405,09商業與管理群
112-商經406,112,商經三四,134,6.0,商經406,09商業與管理群
112-商經407,112,商經三四,134,7.0,商經407,09商業與管理群
112-商經408,112,商經三四,134,8.0,商經408,09商業與管理群
112-商經409,112,商經三四,134,9.0,商經409,09商業與管理群
112-商經410,112,商經三四,134,10.0,商經410,09商業與管理群
112-商經101,112,商經三一,131,1.0,商經101,09商業與管理群
112-商經413,112,商經三四,134,13.0,商經413,09商業與管理群
112-商經414,112,商經三四,134,14.0,商經414,09商業與管理群
112-商經415,112,商經三四,134,15.0,商經415,07設計群
112-商經416,112,商經三四,134,16.0,商經416,09商業與管理群
112-商經418,112,商經三四,134,18.0,商經418,09商業與管理群
112-商經419,112,商經三四,134,19.0,商經419,09商業與管理群
112-商經420,112,商經三四,134,20.0,商經420,09商業與管理群
112-商經421,112,商經三四,134,21.0,商經421,09商業與管理群
112-商經422,112,商經三四,134,22.0,商經422,09商業與管理群
112-商經423,112,商經三四,134,23.0,商經423,09商業與管理群
112-商經424,112,商經三四,134,24.0,商經424,09商業與管理群
112-商經426,112,商經三四,134,26.0,商經426,09商業與管理群
112-商經427,112,商經三四,134,27.0,商經427,09商業與管理群
112-商經428,112,商經三四,134,28.0,商經428,09商業與管理群
112-商經429,112,商經三四,134,29.0,商經429,09商業與管理群
112-商經430,112,商經三四,134,30.0,商經430,09商業與管理群
112-商經431,112,商經三四,134,31.0,商經431,09商業與管理群
112-商經432,112,商經三四,134,32.0,商經432,09商業與管理群
112-商經433,112,商經三四,134,33.0,商經433,09商業與管理群
112-商經434,112,商經三四,134,34.0,商經434,09商業與管理群
112-商經435,112,商經三四,134,35.0,商經435,09商業與管理群
112-國貿102,112,國貿三一,231,2.0,國貿102,09商業與管理群
112-國貿104,112,國貿三一,231,4.0,國貿104,09商業與管理群
112-國貿105,112,國貿三一,231,5.0,國貿105,09商業與管理群
112-國貿106,112,國貿三一,231,6.0,國貿106,09商業與管理群
112-國貿107,112,國貿三一,231,7.0,國貿107,09商業與管理群
112-國貿108,112,國貿三一,231,8.0,國貿108,09商業與管理群
112-國貿109,112,國貿三一,231,9.0,國貿109,09商業與管理群
112-國貿111,112,國貿三一,231,11.0,國貿111,09商業與管理群
112-國貿112,112,國貿三一,231,12.0,國貿112,09商業與管理群
112-國貿113,112,國貿三一,231,13.0,國貿113,09商業與管理群
112-國貿114,112,國貿三一,231,14.0,國貿114,09商業與管理群
112-國貿115,112,國貿三一,231,15.0,國貿115,09商業與管理群
112-國貿116,112,國貿三一,231,16.0,國貿116,09商業與管理群
112-國貿117,112,國貿三一,231,17.0,國貿117,09商業與管理群
112-國貿118,112,國貿三一,231,18.0,國貿118,09商業與管理群
112-國貿119,112,國貿三一,231,19.0,國貿119,09商業與管理群
112-國貿120,112,國貿三一,231,20.0,國貿120,09商業與管理群
112-國貿123,112,國貿三一,231,23.0,國貿123,09商業與管理群
112-國貿124,112,國貿三一,231,24.0,國貿124,09商業與管理群
112-國貿125,112,國貿三一,231,25.0,國貿125,10衛生與護理類
112-國貿127,112,國貿三一,231,27.0,國貿127,09商業與管理群
112-國貿128,112,國貿三一,231,28.0,國貿128,05化工群
112-國貿129,112,國貿三一,231,29.0,國貿129,09商業與管理群
112-國貿131,112,國貿三一,231,31.0,國貿131,09商業與管理群
112-國貿132,112,國貿三一,231,32.0,國貿132,09商業與管理群
112-國貿133,112,國貿三一,231,33.0,國貿133,09商業與管理群
112-國貿134,112,國貿三一,231,34.0,國貿134,09商業與管理群
112-國貿135,112,國貿三一,231,35.0,國貿135,09商業與管理群
112-國貿201,112,國貿三二,232,1.0,國貿201,09商業與管理群
112-國貿202,112,國貿三二,232,2.0,國貿202,16外語群日語類
112-國貿203,112,國貿三二,232,3.0,國貿203,09商業與管理群
112-國貿204,112,國貿三二,232,4.0,國貿204,09商業與管理群
112-國貿205,112,國貿三二,232,5.0,國貿205,09商業與管理群
112-國貿206,112,國貿三二,232,6.0,國貿206,16外語群日語類
112-國貿207,112,國貿三二,232,7.0,國貿207,09商業與管理群
112-國貿208,112,國貿三二,232,8.0,國貿208,09商業與管理群
112-國貿209,112,國貿三二,232,9.0,國貿209,09商業與管理群
112-國貿210,112,國貿三二,232,10.0,國貿210,09商業與管理群
112-國貿211,112,國貿三二,232,11.0,國貿211,09商業與管理群
112-國貿212,112,國貿三二,232,12.0,國貿212,09商業與管理群
112-國貿213,112,國貿三二,232,13.0,國貿213,09商業與管理群
112-國貿214,112,國貿三二,232,14.0,國貿214,09商業與管理群
112-國貿215,112,國貿三二,232,15.0,國貿215,09商業與管理群
112-國貿216,112,國貿三二,232,16.0,國貿216,09商業與管理群
112-國貿217,112,國貿三二,232,17.0,國貿217,09商業與管理群
112-國貿218,112,國貿三二,232,18.0,國貿218,09商業與管理群
112-國貿220,112,國貿三二,232,20.0,國貿220,09商業與管理群
112-國貿221,112,國貿三二,232,21.0,國貿221,09商業與管理群
112-國貿222,112,國貿三二,232,22.0,國貿222,09商業與管理群
112-國貿223,112,國貿三二,232,23.0,國貿223,09商業與管理群
112-國貿224,112,國貿三二,232,24.0,國貿224,09商業與管理群
112-國貿225,112,國貿三二,232,25.0,國貿225,09商業與管理群
112-國貿226,112,國貿三二,232,26.0,國貿226,10衛生與護理類
112-國貿227,112,國貿三二,232,27.0,國貿227,09商業與管理群
112-國貿228,112,國貿三二,232,28.0,國貿228,09商業與管理群
112-國貿229,112,國貿三二,232,29.0,國貿229,09商業與管理群
112-國貿230,112,國貿三二,232,30.0,國貿230,09商業與管理群
112-國貿231,112,國貿三二,232,31.0,國貿231,15外語群英語類
112-國貿232,112,國貿三二,232,32.0,國貿232,09商業與管理群
112-國貿233,112,國貿三二,232,33.0,國貿233,09商業與管理群
112-國貿234,112,國貿三二,232,34.0,國貿234,53商管外語群(一)
112-國貿301,112,國貿三三,233,1.0,國貿301,09商業與管理群
112-國貿302,112,國貿三三,233,2.0,國貿302,09商業與管理群
112-國貿303,112,國貿三三,233,3.0,國貿303,09商業與管理群
112-國貿304,112,國貿三三,233,4.0,國貿304,09商業與管理群
112-國貿305,112,國貿三三,233,5.0,國貿305,09商業與管理群
112-國貿306,112,國貿三三,233,6.0,國貿306,09商業與管理群
112-國貿307,112,國貿三三,233,7.0,國貿307,09商業與管理群
112-國貿308,112,國貿三三,233,8.0,國貿308,09商業與管理群
112-國貿309,112,國貿三三,233,9.0,國貿309,09商業與管理群
112-國貿310,112,國貿三三,233,10.0,國貿310,09商業與管理群
112-國貿311,112,國貿三三,233,11.0,國貿311,09商業與管理群
112-國貿312,112,國貿三三,233,12.0,國貿312,09商業與管理群
112-國貿313,112,國貿三三,233,13.0,國貿313,09商業與管理群
112-國貿315,112,國貿三三,233,15.0,國貿315,15外語群英語類
112-國貿316,112,國貿三三,233,16.0,國貿316,09商業與管理群
112-國貿317,112,國貿三三,233,17.0,國貿317,09商業與管理群
112-國貿318,112,國貿三三,233,18.0,國貿318,09商業與管理群
112-國貿319,112,國貿三三,233,19.0,國貿319,09商業與管理群
112-國貿320,112,國貿三三,233,20.0,國貿320,09商業與管理群
112-國貿321,112,國貿三三,233,21.0,國貿321,09商業與管理群
112-國貿322,112,國貿三三,233,22.0,國貿322,09商業與管理群
112-國貿323,112,國貿三三,233,23.0,國貿323,09商業與管理群
112-國貿324,112,國貿三三,233,24.0,國貿324,09商業與管理群
112-國貿325,112,國貿三三,233,25.0,國貿325,09商業與管理群
112-國貿326,112,國貿三三,233,26.0,國貿326,53商管外語群(一)
112-國貿327,112,國貿三三,233,27.0,國貿327,09商業與管理群
112-國貿328,112,國貿三三,233,28.0,國貿328,09商業與管理群
112-國貿329,112,國貿三三,233,29.0,國貿329,09商業與管理群
112-國貿330,112,國貿三三,233,30.0,國貿330,09商業與管理群
112-國貿331,112,國貿三三,233,31.0,國貿331,09商業與管理群
112-國貿332,112,國貿三三,233,32.0,國貿332,09商業與管理群
112-國貿333,112,國貿三三,233,33.0,國貿333,09商業與管理群
112-國貿334,112,國貿三三,233,34.0,國貿334,09商業與管理群
112-國貿335,112,國貿三三,233,35.0,國貿335,09商業與管理群
112-國貿401,112,國貿三四,234,1.0,國貿401,09商業與管理群
112-國貿402,112,國貿三四,234,2.0,國貿402,09商業與管理群
112-國貿403,112,國貿三四,234,3.0,國貿403,09商業與管理群
112-國貿404,112,國貿三四,234,4.0,國貿404,09商業與管理群
112-國貿405,112,國貿三四,234,5.0,國貿405,09商業與管理群
112-國貿406,112,國貿三四,234,6.0,國貿406,09商業與管理群
112-國貿407,112,國貿三四,234,7.0,國貿407,09商業與管理群
112-國貿408,112,國貿三四,234,8.0,國貿408,09商業與管理群
112-國貿409,112,國貿三四,234,9.0,國貿409,09商業與管理群
112-國貿410,112,國貿三四,234,10.0,國貿410,09商業與管理群
112-國貿411,112,國貿三四,234,11.0,國貿411,09商業與管理群
112-國貿412,112,國貿三四,234,12.0,國貿412,09商業與管理群
112-國貿413,112,國貿三四,234,13.0,國貿413,09商業與管理群
112-國貿414,112,國貿三四,234,14.0,國貿414,09商業與管理群
112-國貿416,112,國貿三四,234,16.0,國貿416,09商業與管理群
112-國貿417,112,國貿三四,234,17.0,國貿417,09商業與管理群
112-國貿419,112,國貿三四,234,19.0,國貿419,09商業與管理群
112-國貿420,112,國貿三四,234,20.0,國貿420,09商業與管理群
112-國貿422,112,國貿三四,234,22.0,國貿422,09商業與管理群
112-國貿423,112,國貿三四,234,23.0,國貿423,09商業與管理群
112-國貿424,112,國貿三四,234,24.0,國貿424,09商業與管理群
112-國貿425,112,國貿三四,234,25.0,國貿425,09商業與管理群
112-國貿428,112,國貿三四,234,28.0,國貿428,09商業與管理群
112-國貿430,112,國貿三四,234,30.0,國貿430,09商業與管理群
112-國貿431,112,國貿三四,234,31.0,國貿431,09商業與管理群
112-國貿433,112,國貿三四,234,33.0,國貿433,09商業與管理群
112-國貿436,112,國貿三四,234,36.0,國貿436,09商業與管理群
112-國貿501,112,國貿三五,235,1.0,國貿501,09商業與管理群
112-國貿502,112,國貿三五,235,2.0,國貿502,09商業與管理群
112-國貿503,112,國貿三五,235,3.0,國貿503,09商業與管理群
112-國貿505,112,國貿三五,235,5.0,國貿505,09商業與管理群
112-國貿508,112,國貿三五,235,8.0,國貿508,09商業與管理群
112-國貿509,112,國貿三五,235,9.0,國貿509,09商業與管理群
112-國貿510,112,國貿三五,235,10.0,國貿510,09商業與管理群
112-國貿511,112,國貿三五,235,11.0,國貿511,09商業與管理群
112-國貿512,112,國貿三五,235,12.0,國貿512,09商業與管理群
112-國貿513,112,國貿三五,235,13.0,國貿513,09商業與管理群
112-國貿516,112,國貿三五,235,16.0,國貿516,09商業與管理群
112-國貿517,112,國貿三五,235,17.0,國貿517,09商業與管理群
112-國貿518,112,國貿三五,235,18.0,國貿518,09商業與管理群
112-國貿519,112,國貿三五,235,19.0,國貿519,09商業與管理群
112-國貿520,112,國貿三五,235,20.0,國貿520,09商業與管理群
112-國貿521,112,國貿三五,235,21.0,國貿521,09商業與管理群
112-國貿522,112,國貿三五,235,22.0,國貿522,09商業與管理群
112-國貿523,112,國貿三五,235,23.0,國貿523,09商業與管理群
112-國貿524,112,國貿三五,235,24.0,國貿524,09商業與管理群
112-國貿525,112,國貿三五,235,25.0,國貿525,09商業與管理群
112-國貿526,112,國貿三五,235,26.0,國貿526,09商業與管理群
112-國貿527,112,國貿三五,235,27.0,國貿527,09商業與管理群
112-國貿528,112,國貿三五,235,28.0,國貿528,09商業與管理群
112-國貿529,112,國貿三五,235,29.0,國貿529,09商業與管理群
112-國貿530,112,國貿三五,235,30.0,國貿530,09商業與管理群
112-國貿531,112,國貿三五,235,31.0,國貿531,09商業與管理群
112-國貿532,112,國貿三五,235,32.0,國貿532,09商業與管理群
112-國貿533,112,國貿三五,235,33.0,國貿533,09商業與管理群
112-國貿534,112,國貿三五,235,34.0,國貿534,09商業與管理群
112-國貿535,112,國貿三五,235,35.0,國貿535,09商業與管理群
112-國貿536,112,國貿三五,235,36.0,國貿536,09商業與管理群
112-會計121,112,會計三一,331,21.0,會計121,09商業與管理群
112-會計123,112,會計三一,331,23.0,會計123,09商業與管理群
112-會計128,112,會計三一,331,28.0,會計128,09商業與管理群
112-會計130,112,會計三一,331,30.0,會計130,09商業與管理群
112-會計131,112,會計三一,331,31.0,會計131,09商業與管理群
112-會計132,112,會計三一,331,32.0,會計132,09商業與管理群
112-會計134,112,會計三一,331,34.0,會計134,09商業與管理群
112-會計135,112,會計三一,331,35.0,會計135,09商業與管理群
112-資料103,112,資料三一,431,3.0,資料103,09商業與管理群
112-資料104,112,資料三一,431,4.0,資料104,09商業與管理群
112-資料105,112,資料三一,431,5.0,資料105,09商業與管理群
112-資料106,112,資料三一,431,6.0,資料106,09商業與管理群
112-資料107,112,資料三一,431,7.0,資料107,09商業與管理群
112-資料109,112,資料三一,431,9.0,資料109,09商業與管理群
112-資料110,112,資料三一,431,10.0,資料110,09商業與管理群
112-資料112,112,資料三一,431,12.0,資料112,09商業與管理群
112-資料113,112,資料三一,431,13.0,資料113,09商業與管理群
112-資料114,112,資料三一,431,14.0,資料114,09商業與管理群
112-資料115,112,資料三一,431,15.0,資料115,09商業與管理群
112-資料116,112,資料三一,431,16.0,資料116,09商業與管理群
112-資料118,112,資料三一,431,18.0,資料118,09商業與管理群
112-資料119,112,資料三一,431,19.0,資料119,09商業與管理群
112-資料120,112,資料三一,431,20.0,資料120,09商業與管理群
112-資料121,112,資料三一,431,21.0,資料121,09商業與管理群
112-資料123,112,資料三一,431,23.0,資料123,09商業與管理群
112-資料124,112,資料三一,431,24.0,資料124,09商業與管理群
112-資料125,112,資料三一,431,25.0,資料125,09商業與管理群
112-資料126,112,資料三一,431,26.0,資料126,09商業與管理群
112-資料127,112,資料三一,431,27.0,資料127,09商業與管理群
112-資料128,112,資料三一,431,28.0,資料128,09商業與管理群
112-資料129,112,資料三一,431,29.0,資料129,09商業與管理群
112-資料130,112,資料三一,431,30.0,資料130,09商業與管理群
112-資料131,112,資料三一,431,31.0,資料131,09商業與管理群
112-資料133,112,資料三一,431,33.0,資料133,09商業與管理群
112-資料134,112,資料三一,431,34.0,資料134,09商業與管理群
112-資料135,112,資料三一,431,35.0,資料135,09商業與管理群
112-資料136,112,資料三一,431,36.0,資料136,09商業與管理群
112-資料137,112,資料三一,431,37.0,資料137,09商業與管理群
112-資料138,112,資料三一,431,38.0,資料138,09商業與管理群
112-資料139,112,資料三一,431,39.0,資料139,09商業與管理群
112-資料201,112,資料三二,432,1.0,資料201,09商業與管理群
112-資料202,112,資料三二,432,2.0,資料202,09商業與管理群
112-資料203,112,資料三二,432,3.0,資料203,09商業與管理群
112-資料205,112,資料三二,432,5.0,資料205,09商業與管理群
112-資料206,112,資料三二,432,6.0,資料206,09商業與管理群
112-資料207,112,資料三二,432,7.0,資料207,09商業與管理群
112-資料208,112,資料三二,432,8.0,資料208,09商業與管理群
112-資料209,112,資料三二,432,9.0,資料209,09商業與管理群
112-資料210,112,資料三二,432,10.0,資料210,09商業與管理群
112-資料211,112,資料三二,432,11.0,資料211,09商業與管理群
112-資料212,112,資料三二,432,12.0,資料212,53商管外語群(一)
112-資料213,112,資料三二,432,13.0,資料213,09商業與管理群
112-資料214,112,資料三二,432,14.0,資料214,09商業與管理群
112-資料215,112,資料三二,432,15.0,資料215,09商業與管理群
112-資料216,112,資料三二,432,16.0,資料216,09商業與管理群
112-資料217,112,資料三二,432,17.0,資料217,53商管外語群(一)
112-資料218,112,資料三二,432,18.0,資料218,09商業與管理群
112-資料219,112,資料三二,432,19.0,資料219,09商業與管理群
112-資料221,112,資料三二,432,21.0,資料221,53商管外語群(一)
112-資料222,112,資料三二,432,22.0,資料222,09商業與管理群
112-資料223,112,資料三二,432,23.0,資料223,09商業與管理群
112-資料224,112,資料三二,432,24.0,資料224,09商業與管理群
112-資料225,112,資料三二,432,25.0,資料225,09商業與管理群
112-資料227,112,資料三二,432,27.0,資料227,09商業與管理群
112-資料228,112,資料三二,432,28.0,資料228,09商業與管理群
112-資料229,112,資料三二,432,29.0,資料229,09商業與管理群
112-資料233,112,資料三二,432,33.0,資料233,09商業與管理群
112-資料235,112,資料三二,432,35.0,資料235,09商業與管理群
112-資料238,112,資料三二,432,38.0,資料238,09商業與管理群
112-資料239,112,資料三二,432,39.0,資料239,09商業與管理群
112-資料301,112,資料三三,433,1.0,資料301,12家政群幼保類
112-資料302,112,資料三三,433,2.0,資料302,09商業與管理群
112-資料303,112,資料三三,433,3.0,資料303,09商業與管理群
112-資料304,112,資料三三,433,4.0,資料304,09商業與管理群
112-資料305,112,資料三三,433,5.0,資料305,09商業與管理群
112-資料306,112,資料三三,433,6.0,資料306,09商業與管理群
112-資料307,112,資料三三,433,7.0,資料307,09商業與管理群
112-資料308,112,資料三三,433,8.0,資料308,09商業與管理群
112-資料309,112,資料三三,433,9.0,資料309,09商業與管理群
112-資料311,112,資料三三,433,11.0,資料311,09商業與管理群
112-資料313,112,資料三三,433,13.0,資料313,09商業與管理群
112-資料314,112,資料三三,433,14.0,資料314,09商業與管理群
112-資料315,112,資料三三,433,15.0,資料315,09商業與管理群
112-資料316,112,資料三三,433,16.0,資料316,09商業與管理群
112-資料317,112,資料三三,433,17.0,資料317,15外語群英語類
112-資料318,112,資料三三,433,18.0,資料318,09商業與管理群
112-資料319,112,資料三三,433,19.0,資料319,09商業與管理群
112-資料320,112,資料三三,433,20.0,資料320,09商業與管理群
112-資料321,112,資料三三,433,21.0,資料321,09商業與管理群
112-資料322,112,資料三三,433,22.0,資料322,09商業與管理群
112-資料323,112,資料三三,433,23.0,資料323,09商業與管理群
112-資料324,112,資料三三,433,24.0,資料324,09商業與管理群
112-資料325,112,資料三三,433,25.0,資料325,09商業與管理群
112-資料326,112,資料三三,433,26.0,資料326,09商業與管理群
112-資料327,112,資料三三,433,27.0,資料327,09商業與管理群
112-資料328,112,資料三三,433,28.0,資料328,09商業與管理群
112-資料329,112,資料三三,433,29.0,資料329,09商業與管理群
112-資料330,112,資料三三,433,30.0,資料330,09商業與管理群
112-資料331,112,資料三三,433,31.0,資料331,09商業與管理群
112-資料332,112,資料三三,433,32.0,資料332,09商業與管理群
112-資料333,112,資料三三,433,33.0,資料333,09商業與管理群
112-資料334,112,資料三三,433,34.0,資料334,09商業與管理群
112-資料335,112,資料三三,433,35.0,資料335,09商業與管理群
112-資料336,112,資料三三,433,36.0,資料336,09商業與管理群
112-綜職104,112,綜職三一,631,4.0,綜職104,04電機與電子群資電類
112-綜職108,112,綜職三一,631,8.0,綜職108,13家政群生活應用類
112-綜職205,112,綜職三二,632,5.0,綜職205,17餐旅群
112-綜高103,112,綜高三一,531,3.0,綜高103,08工程與管理類
112-綜高105,112,綜高三一,531,5.0,綜高105,10衛生與護理類
112-綜高106,112,綜高三一,531,6.0,綜高106,08工程與管理類
112-綜高107,112,綜高三一,531,7.0,綜高107,08工程與管理類
112-綜高108,112,綜高三一,531,8.0,綜高108,08工程與管理類
112-綜高114,112,綜高三一,531,14.0,綜高114,10衛生與護理類
112-綜高117,112,綜高三一,531,17.0,綜高117,08工程與管理類
112-綜高119,112,綜高三一,531,19.0,綜高119,15外語群英語類
112-綜高120,112,綜高三一,531,20.0,綜高120,14農業群
112-綜高122,112,綜高三一,531,22.0,綜高122,10衛生與護理類
112-綜高123,112,綜高三一,531,23.0,綜高123,10衛生與護理類
112-綜高126,112,綜高三一,531,26.0,綜高126,14農業群
112-綜高131,112,綜高三一,531,31.0,綜高131,10衛生與護理類
112-綜高205,112,綜高三二,532,5.0,綜高205,08工程與管理類
112-綜高206,112,綜高三二,532,6.0,綜高206,08工程與管理類
112-綜高207,112,綜高三二,532,7.0,綜高207,10衛生與護理類
112-綜高209,112,綜高三二,532,9.0,綜高209,10衛生與護理類
112-綜高210,112,綜高三二,532,10.0,綜高210,08工程與管理類
112-綜高211,112,綜高三二,532,11.0,綜高211,08工程與管理類
112-綜高216,112,綜高三二,532,16.0,綜高216,10衛生與護理類
112-綜高217,112,綜高三二,532,17.0,綜高217,08工程與管理類
112-綜高219,112,綜高三二,532,19.0,綜高219,10衛生與護理類
112-綜高220,112,綜高三二,532,20.0,綜高220,10衛生與護理類
112-綜高222,112,綜高三二,532,22.0,綜高222,08工程與管理類
112-綜高223,112,綜高三二,532,23.0,綜高223,08工程與管理類
112-綜高224,112,綜高三二,532,24.0,綜高224,15外語群英語類
112-綜高226,112,綜高三二,532,26.0,綜高226,10衛生與護理類
112-綜高228,112,綜高三二,532,28.0,綜高228,10衛生與護理類
112-綜高229,112,綜高三二,532,29.0,綜高229,10衛生與護理類
112-綜高231,112,綜高三二,532,31.0,綜高231,10衛生與護理類
112-商經102,112,商經三一,131,2.0,商經102,09商業與管理群
112-商經103,112,商經三一,131,3.0,商經103,09商業與管理群
112-商經104,112,商經三一,131,4.0,商經104,09商業與管理群
112-商經105,112,商經三一,131,5.0,商經105,09商業與管理群
112-商經106,112,商經三一,131,6.0,商經106,09商業與管理群
112-商經107,112,商經三一,131,7.0,商經107,09商業與管理群
112-商經108,112,商經三一,131,8.0,商經108,09商業與管理群
112-商經109,112,商經三一,131,9.0,商經109,09商業與管理群
112-商經110,112,商經三一,131,10.0,商經110,09商業與管理群
112-商經111,112,商經三一,131,11.0,商經111,09商業與管理群
112-商經112,112,商經三一,131,12.0,商經112,15外語群英語類
112-商經113,112,商經三一,131,13.0,商經113,09商業與管理群
112-商經114,112,商經三一,131,14.0,商經114,09商業與管理群
112-商經115,112,商經三一,131,15.0,商經115,09商業與管理群
112-商經116,112,商經三一,131,16.0,商經116,09商業與管理群
112-商經117,112,商經三一,131,17.0,商經117,09商業與管理群
112-商經118,112,商經三一,131,18.0,商經118,52家政群
112-商經119,112,商經三一,131,19.0,商經119,09商業與管理群
112-商經120,112,商經三一,131,20.0,商經120,09商業與管理群
112-商經121,112,商經三一,131,21.0,商經121,09商業與管理群
112-商經122,112,商經三一,131,22.0,商經122,09商業與管理群
112-商經123,112,商經三一,131,23.0,商經123,09商業與管理群
112-商經124,112,商經三一,131,24.0,商經124,09商業與管理群
112-商經125,112,商經三一,131,25.0,商經125,09商業與管理群
112-商經126,112,商經三一,131,26.0,商經126,09商業與管理群
112-商經127,112,商經三一,131,27.0,商經127,09商業與管理群
112-商經128,112,商經三一,131,28.0,商經128,09商業與管理群
112-商經129,112,商經三一,131,29.0,商經129,09商業與管理群
112-商經130,112,商經三一,131,30.0,商經130,09商業與管理群
112-商經131,112,商經三一,131,31.0,商經131,15外語群英語類
112-商經132,112,商經三一,131,32.0,商經132,09商業與管理群
112-商經133,112,商經三一,131,33.0,商經133,09商業與管理群
112-商經134,112,商經三一,131,34.0,商經134,09商業與管理群
112-商經135,112,商經三一,131,35.0,商經135,09商業與管理群
112-商經203,112,商經三二,132,3.0,商經203,09商業與管理群
112-商經204,112,商經三二,132,4.0,商經204,09商業與管理群
112-商經205,112,商經三二,132,5.0,商經205,09商業與管理群
112-商經206,112,商經三二,132,6.0,商經206,09商業與管理群
112-商經207,112,商經三二,132,7.0,商經207,09商業與管理群
112-商經209,112,商經三二,132,9.0,商經209,09商業與管理群
112-商經211,112,商經三二,132,11.0,商經211,09商業與管理群
112-商經212,112,商經三二,132,12.0,商經212,09商業與管理群
112-商經213,112,商經三二,132,13.0,商經213,09商業與管理群
112-商經214,112,商經三二,132,14.0,商經214,09商業與管理群
112-商經215,112,商經三二,132,15.0,商經215,09商業與管理群
112-商經216,112,商經三二,132,16.0,商經216,09商業與管理群
112-商經217,112,商經三二,132,17.0,商經217,09商業與管理群
112-商經218,112,商經三二,132,18.0,商經218,09商業與管理群
112-商經219,112,商經三二,132,19.0,商經219,09商業與管理群
112-商經220,112,商經三二,132,20.0,商經220,09商業與管理群
112-商經221,112,商經三二,132,21.0,商經221,09商業與管理群
112-商經222,112,商經三二,132,22.0,商經222,09商業與管理群
112-商經223,112,商經三二,132,23.0,商經223,09商業與管理群
112-商經224,112,商經三二,132,24.0,商經224,09商業與管理群
112-商經225,112,商經三二,132,25.0,商經225,09商業與管理群
112-商經226,112,商經三二,132,26.0,商經226,13家政群生活應用類
112-商經227,112,商經三二,132,27.0,商經227,09商業與管理群
112-商經228,112,商經三二,132,28.0,商經228,09商業與管理群
112-商經229,112,商經三二,132,29.0,商經229,09商業與管理群
112-商經230,112,商經三二,132,30.0,商經230,07設計群
112-商經231,112,商經三二,132,31.0,商經231,09商業與管理群
112-商經232,112,商經三二,132,32.0,商經232,09商業與管理群
112-商經233,112,商經三二,132,33.0,商經233,09商業與管理群
112-商經235,112,商經三二,132,35.0,商經235,09商業與管理群
112-商經301,112,商經三三,133,1.0,商經301,09商業與管理群
112-商經302,112,商經三三,133,2.0,商經302,09商業與管理群
112-商經303,112,商經三三,133,3.0,商經303,09商業與管理群
112-商經304,112,商經三三,133,4.0,商經304,09商業與管理群
112-商經305,112,商經三三,133,5.0,商經305,09商業與管理群
112-商經306,112,商經三三,133,6.0,商經306,09商業與管理群
112-商經307,112,商經三三,133,7.0,商經307,09商業與管理群
112-商經308,112,商經三三,133,8.0,商經308,09商業與管理群
112-商經309,112,商經三三,133,9.0,商經309,09商業與管理群
112-商經310,112,商經三三,133,10.0,商經310,09商業與管理群
112-商經311,112,商經三三,133,11.0,商經311,09商業與管理群
112-商經312,112,商經三三,133,12.0,商經312,09商業與管理群
112-商經313,112,商經三三,133,13.0,商經313,09商業與管理群
112-商經315,112,商經三三,133,15.0,商經315,09商業與管理群
112-商經316,112,商經三三,133,16.0,商經316,09商業與管理群
112-商經317,112,商經三三,133,17.0,商經317,09商業與管理群
112-商經318,112,商經三三,133,18.0,商經318,09商業與管理群
112-商經319,112,商經三三,133,19.0,商經319,09商業與管理群
112-商經321,112,商經三三,133,21.0,商經321,53商管外語群(一)
112-商經323,112,商經三三,133,23.0,商經323,09商業與管理群
112-商經324,112,商經三三,133,24.0,商經324,09商業與管理群
112-商經326,112,商經三三,133,26.0,商經326,09商業與管理群
112-商經327,112,商經三三,133,27.0,商經327,09商業與管理群
112-商經328,112,商經三三,133,28.0,商經328,09商業與管理群
112-商經329,112,商經三三,133,29.0,商經329,09商業與管理群
112-商經331,112,商經三三,133,31.0,商經331,52家政群
113-3071-131001,113,商31,131,,3071-131001,09商業與管理群
113-3071-131002,113,商31,131,,3071-131002,09商業與管理群
113-3071-131003,113,商31,131,,3071-131003,09商業與管理群
113-3071-131004,113,商31,131,,3071-131004,09商業與管理群
113-3071-131007,113,商31,131,,3071-131007,09商業與管理群
113-3071-131008,113,商31,131,,3071-131008,09商業與管理群
113-3071-131009,113,商31,131,,3071-131009,09商業與管理群
113-3071-131010,113,商31,131,,3071-131010,09商業與管理群
113-3071-131011,113,商31,131,,3071-131011,09商業與管理群
113-3071-131012,113,商31,131,,3071-131012,09商業與管理群
113-3071-131013,113,商31,131,,3071-131013,09商業與管理群
113-3071-131014,113,商31,131,,3071-131014,09商業與管理群
113-3071-131015,113,商31,131,,3071-131015,09商業與管理群
113-3071-131016,113,商31,131,,3071-131016,09商業與管理群
113-3071-131017,113,商31,131,,3071-131017,09商業與管理群
