student_id,畢業年度,班級_標準,座號,報考群類,模1_國文分數,模1_國文級分,模1_英文分數,模1_英文級分,模1_數學分數,模1_數學級分,模1_專一分數,模1_專一級分,模1_專二分數,模1_專二級分,模1_總分數,模1_總分級分,模1_轉換統測分數,模1_跨校排名,模2_國文分數,模2_國文級分,模2_英文分數,模2_英文級分,模2_數學分數,模2_數學級分,模2_專一分數,模2_專一級分,模2_專二分數,模2_專二級分,模2_總分數,模2_總分級分,模2_班級排名,模2_類別排名,模2_跨校排名,模2_轉換統測分數,模3_國文分數,模3_國文級分,模3_英文分數,模3_英文級分,模3_數學分數,模3_數學級分,模3_專一分數,模3_專一級分,模3_專二分數,模3_專二級分,模3_總分數,模3_總分級分,模3_班級排名,模3_類別排名,模3_跨校排名,模3_轉換統測分數,模4_國文分數,模4_國文級分,模4_英文分數,模4_英文級分,模4_數學分數,模4_數學級分,模4_專一分數,模4_專一級分,模4_專二分數,模4_專二級分,模4_總分數,模4_總分級分,模4_班級排名,模4_類別排名,模4_跨校排名,模4_轉換統測分數,模5_國文分數,模5_國文級分,模5_英文分數,模5_英文級分,模5_數學分數,模5_數學級分,模5_專一分數,模5_專一級分,模5_專二分數,模5_專二級分,模5_總分數,模5_總分級分,模5_班級排名,模5_類別排名,模5_跨校排名,模5_轉換統測分數,統測_國文分數,統測_國文級分,統測_英文分數,統測_英文級分,統測_數學B分數,統測_數學B級分,統測_專一分數,統測_專一級分,統測_專二分數,統測_專二級分,統測_總分數,統測_總分級分
112-商經434,112,134,34.0,09商業與管理群,62.0,10.0,44.5,7.0,72.0,11.0,72.0,11.0,72.0,11.0,322.5,50.0,481.0,,78.0,13.0,58.75,9.0,64.0,10.0,84.0,13.0,66.0,10.0,350.75,55.0,,,,533.0,56.0,10.0,55.5,9.0,40.0,7.0,66.0,10.0,54.0,9.0,271.5,45.0,,,,456.0,57.5,9.0,57.5,9.0,64.0,10.0,70.0,11.0,74.0,12.0,323.0,53.0,,,,525.0,62.0,11.0,58.25,9.0,36.0,6.0,78.0,12.0,70.0,11.0,304.25,49.0,,,,548.0,66.0,11.0,66.25,10.0,68.0,11.0,74.0,12.0,68.0,11.0,342.25,55.0
112-商經435,112,134,35.0,09商業與管理群,74.0,12.0,50.75,8.0,24.0,4.0,66.0,10.0,48.0,8.0,262.75,42.0,436.0,,74.0,12.0,53.25,8.0,16.0,3.0,64.0,10.0,42.0,7.0,249.25,40.0,,,,412.0,68.0,12.0,42.0,7.0,36.0,6.0,44.0,7.0,38.0,6.0,228.0,38.0,,,,370.0,42.25,7.0,42.25,7.0,28.0,5.0,58.0,9.0,42.0,7.0,212.5,39.0,,,,411.0,48.0,8.0,48.25,8.0,44.0,7.0,64.0,10.0,28.0,5.0,232.25,38.0,,,,378.0,66.0,11.0,59.5,9.0,28.0,5.0,70.0,11.0,48.0,8.0,271.5,44.0
112-國貿102,112,231,2.0,09商業與管理群,68.0,11.0,53.5,9.0,28.0,5.0,72.0,11.0,50.0,8.0,271.5,44.0,451.0,,70.0,12.0,60.75,10.0,52.0,8.0,74.0,12.0,54.0,9.0,310.75,51.0,,,,469.0,66.0,12.0,71.0,11.0,44.0,7.0,68.0,11.0,44.0,7.0,293.0,48.0,,,,473.0,52.0,9.0,59.0,9.0,56.0,9.0,58.0,9.0,66.0,10.0,291.0,46.0,,,,469.0,44.0,8.0,62.5,10.0,52.0,8.0,62.0,10.0,50.0,8.0,270.5,44.0,,,,450.0,62.0,10.0,75.5,12.0,60.0,10.0,66.0,11.0,50.0,8.0,313.5,51.0
112-國貿104,112,231,4.0,09商業與管理群,72.0,12.0,50.75,8.0,68.0,11.0,78.0,12.0,74.0,12.0,342.75,55.0,523.0,,60.0,10.0,49.75,8.0,72.0,11.0,76.0,12.0,70.0,11.0,327.75,52.0,,,,479.0,60.0,11.0,62.0,10.0,40.0,7.0,72.0,11.0,72.0,11.0,306.0,50.0,,,,519.0,66.0,12.0,42.25,7.0,60.0,10.0,64.0,10.0,74.0,12.0,306.25,51.0,,,,494.0,52.0,9.0,62.25,10.0,40.0,7.0,74.0,12.0,70.0,11.0,298.25,49.0,,,,530.0,64.0,10.0,60.25,10.0,72.0,11.0,74.0,12.0,72.0,12.0,342.25,55.0
112-國貿105,112,231,5.0,09商業與管理群,62.0,10.0,51.25,8.0,64.0,10.0,70.0,11.0,62.0,10.0,309.25,49.0,466.0,,70.0,12.0,58.75,9.0,48.0,8.0,70.0,11.0,76.0,12.0,322.75,52.0,,,,502.0,58.0,10.0,64.5,10.0,28.0,5.0,64.0,10.0,64.0,10.0,278.5,45.0,,,,491.0,54.0,10.0,69.0,11.0,48.0,8.0,54.0,9.0,74.0,12.0,299.0,50.0,,,,489.0,38.0,7.0,49.0,8.0,52.0,8.0,58.0,9.0,64.0,10.0,261.0,42.0,,,,447.0,72.0,12.0,65.5,10.0,52.0,8.0,66.0,11.0,70.0,12.0,325.5,53.0
112-國貿106,112,231,6.0,09商業與管理群,68.0,11.0,66.75,11.0,80.0,13.0,88.0,14.0,62.0,10.0,364.75,59.0,539.0,,66.0,11.0,83.0,13.0,88.0,14.0,78.0,12.0,58.0,9.0,373.0,59.0,,,,512.0,68.0,12.0,75.0,12.0,40.0,7.0,70.0,11.0,58.0,9.0,311.0,51.0,,,,519.0,54.0,10.0,61.75,10.0,76.0,12.0,64.0,10.0,62.0,10.0,317.75,52.0,,,,483.0,60.0,10.0,72.5,11.0,60.0,10.0,62.0,10.0,56.0,9.0,310.5,50.0,,,,499.0,66.0,11.0,82.5,13.0,84.0,13.0,64.0,10.0,60.0,10.0,356.5,57.0
112-國貿107,112,231,7.0,09商業與管理群,50.0,8.0,16.0,3.0,44.0,7.0,72.0,11.0,60.0,10.0,242.0,39.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,8.0,24.0,4.0,32.0,5.0,50.0,8.0,36.0,6.0,190.0,31.0
112-國貿108,112,231,8.0,09商業與管理群,64.0,11.0,41.75,7.0,76.0,12.0,82.0,13.0,62.0,10.0,325.75,53.0,479.0,,64.0,11.0,49.5,8.0,88.0,14.0,74.0,12.0,76.0,12.0,351.5,57.0,,,,490.0,60.0,11.0,38.75,6.0,56.0,9.0,66.0,10.0,66.0,10.0,286.75,46.0,,,,465.0,62.0,11.0,32.25,5.0,76.0,12.0,60.0,10.0,58.0,9.0,288.25,47.0,,,,430.0,56.0,10.0,48.25,8.0,48.0,8.0,64.0,10.0,70.0,11.0,286.25,47.0,,,,496.0,62.0,10.0,44.0,7.0,84.0,13.0,68.0,11.0,60.0,10.0,318.0,51.0
112-國貿109,112,231,9.0,09商業與管理群,82.0,14.0,86.5,14.0,76.0,12.0,90.0,14.0,76.0,12.0,410.5,66.0,611.0,,72.0,12.0,83.25,13.0,100.0,15.0,94.0,15.0,76.0,12.0,425.25,67.0,,,,603.0,66.0,12.0,92.25,14.0,60.0,10.0,98.0,15.0,86.0,13.0,402.25,64.0,,,,627.0,70.0,12.0,70.5,11.0,76.0,12.0,90.0,14.0,94.0,15.0,400.5,64.0,,,,621.0,,,,,76.0,12.0,98.0,15.0,86.0,14.0,,41.0,,,,470.0,70.0,11.0,89.25,14.0,68.0,11.0,82.0,13.0,80.0,13.0,389.25,62.0
112-國貿111,112,231,11.0,09商業與管理群,72.0,12.0,49.25,8.0,84.0,13.0,72.0,11.0,46.0,7.0,323.25,51.0,439.0,,56.0,9.0,58.25,9.0,64.0,10.0,80.0,13.0,56.0,9.0,314.25,50.0,,,,469.0,50.0,9.0,69.5,11.0,44.0,7.0,58.0,9.0,64.0,10.0,285.5,46.0,,,,475.0,62.0,11.0,45.0,7.0,80.0,13.0,62.0,10.0,64.0,10.0,313.0,51.0,,,,467.0,48.0,8.0,49.5,8.0,52.0,8.0,60.0,10.0,46.0,8.0,255.5,42.0,,,,421.0,58.0,10.0,73.0,11.0,64.0,10.0,66.0,11.0,58.0,10.0,319.0,52.0
112-國貿112,112,231,12.0,09商業與管理群,80.0,13.0,64.75,10.0,48.0,8.0,66.0,10.0,34.0,6.0,292.75,47.0,429.0,,66.0,11.0,76.0,12.0,60.0,10.0,74.0,12.0,46.0,7.0,322.0,52.0,,,,464.0,74.0,13.0,59.5,9.0,28.0,5.0,58.0,9.0,46.0,7.0,265.5,43.0,,,,456.0,56.0,10.0,61.0,10.0,56.0,9.0,52.0,8.0,64.0,10.0,289.0,47.0,,,,460.0,48.0,8.0,65.0,10.0,32.0,5.0,60.0,10.0,62.0,10.0,267.0,43.0,,,,479.0,64.0,10.0,71.5,11.0,60.0,10.0,62.0,10.0,48.0,8.0,305.5,49.0
112-國貿113,112,231,13.0,09商業與管理群,62.0,10.0,50.5,8.0,52.0,8.0,66.0,10.0,52.0,8.0,282.5,44.0,428.0,,74.0,12.0,59.5,9.0,52.0,8.0,68.0,11.0,46.0,7.0,299.5,47.0,,,,440.0,,,,,,,,,,,,,,,,,,,,,44.0,7.0,62.0,10.0,,,,17.0,,,,212.0,,,44.5,7.0,48.0,8.0,64.0,10.0,52.0,8.0,,33.0,,,,390.0,76.0,12.0,43.5,7.0,48.0,8.0,60.0,10.0,62.0,10.0,289.5,47.0
112-國貿114,112,231,14.0,09商業與管理群,72.0,12.0,58.75,9.0,28.0,5.0,80.0,13.0,54.0,9.0,292.75,48.0,493.0,,76.0,13.0,61.75,10.0,52.0,8.0,74.0,12.0,70.0,11.0,333.75,54.0,,,,514.0,66.0,12.0,67.0,11.0,24.0,4.0,60.0,10.0,52.0,8.0,269.0,45.0,,,,472.0,56.0,10.0,57.0,9.0,44.0,7.0,70.0,11.0,56.0,9.0,283.0,46.0,,,,481.0,56.0,10.0,62.5,10.0,40.0,7.0,66.0,10.0,38.0,6.0,262.5,43.0,,,,444.0,78.0,13.0,75.0,12.0,56.0,9.0,72.0,12.0,50.0,8.0,331.0,54.0
112-國貿115,112,231,15.0,09商業與管理群,58.0,10.0,66.0,10.0,40.0,7.0,74.0,12.0,52.0,8.0,290.0,47.0,462.0,,72.0,12.0,76.25,12.0,48.0,8.0,74.0,12.0,56.0,9.0,326.25,53.0,,,,498.0,70.0,12.0,74.25,12.0,24.0,4.0,56.0,9.0,62.0,10.0,286.25,47.0,,,,505.0,62.0,11.0,52.25,8.0,60.0,10.0,66.0,10.0,54.0,9.0,294.25,48.0,,,,469.0,52.0,9.0,80.25,13.0,8.0,2.0,64.0,10.0,54.0,9.0,258.25,43.0,,,,496.0,58.0,10.0,78.0,12.0,32.0,5.0,60.0,10.0,48.0,8.0,276.0,45.0
112-國貿116,112,231,16.0,09商業與管理群,82.0,14.0,64.0,10.0,76.0,12.0,94.0,15.0,82.0,13.0,398.0,64.0,610.0,,72.0,12.0,82.25,13.0,92.0,14.0,90.0,14.0,88.0,14.0,424.25,67.0,,,,606.0,76.0,13.0,76.25,12.0,68.0,11.0,88.0,14.0,96.0,15.0,404.25,65.0,,,,624.0,74.0,13.0,59.0,9.0,88.0,14.0,90.0,14.0,88.0,14.0,399.0,64.0,,,,604.0,68.0,12.0,86.0,13.0,76.0,12.0,86.0,13.0,88.0,14.0,404.0,64.0,,,,622.0,78.0,13.0,86.5,13.0,84.0,13.0,90.0,14.0,82.0,14.0,420.5,67.0
112-國貿117,112,231,17.0,09商業與管理群,70.0,12.0,51.25,8.0,48.0,8.0,70.0,11.0,48.0,8.0,287.25,47.0,440.0,,62.0,10.0,46.0,7.0,48.0,8.0,80.0,13.0,62.0,10.0,298.0,48.0,,,,471.0,70.0,12.0,42.75,7.0,20.0,4.0,64.0,10.0,52.0,8.0,248.75,41.0,,,,452.0,56.0,10.0,31.5,5.0,32.0,5.0,56.0,9.0,54.0,9.0,229.5,38.0,,,,404.0,42.0,7.0,50.25,8.0,20.0,4.0,70.0,11.0,60.0,10.0,242.25,40.0,,,,472.0,66.0,11.0,59.5,9.0,52.0,8.0,70.0,11.0,50.0,8.0,297.5,47.0
112-國貿118,112,231,18.0,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,13.0,51.5,8.0,64.0,10.0,56.0,9.0,66.0,11.0,317.5,51.0
112-國貿119,112,231,19.0,09商業與管理群,58.0,10.0,54.75,9.0,72.0,11.0,60.0,10.0,50.0,8.0,294.75,48.0,413.0,,62.0,10.0,71.25,11.0,56.0,9.0,68.0,11.0,46.0,7.0,303.25,48.0,,,,440.0,64.0,11.0,68.25,11.0,40.0,7.0,66.0,10.0,68.0,11.0,306.25,50.0,,,,519.0,68.0,12.0,61.0,10.0,60.0,10.0,64.0,10.0,76.0,12.0,329.0,54.0,,,,523.0,54.0,9.0,72.5,11.0,56.0,9.0,68.0,11.0,52.0,8.0,302.5,48.0,,,,495.0,66.0,11.0,69.5,11.0,76.0,12.0,66.0,11.0,62.0,10.0,339.5,55.0
112-國貿120,112,231,20.0,09商業與管理群,78.0,13.0,60.75,10.0,68.0,11.0,86.0,13.0,60.0,10.0,352.75,57.0,536.0,,80.0,13.0,67.25,11.0,76.0,12.0,82.0,13.0,72.0,11.0,377.25,60.0,,,,556.0,64.0,11.0,68.25,11.0,36.0,6.0,84.0,13.0,62.0,10.0,314.25,51.0,,,,540.0,76.0,13.0,54.25,9.0,56.0,9.0,76.0,12.0,72.0,11.0,334.25,54.0,,,,548.0,66.0,11.0,73.0,11.0,60.0,10.0,78.0,12.0,64.0,10.0,341.0,54.0,,,,558.0,70.0,11.0,71.0,11.0,76.0,12.0,88.0,14.0,70.0,12.0,375.0,60.0
112-國貿123,112,231,23.0,09商業與管理群,70.0,12.0,57.5,9.0,36.0,6.0,70.0,11.0,46.0,7.0,279.5,45.0,444.0,,64.0,11.0,71.25,11.0,56.0,9.0,66.0,10.0,62.0,10.0,319.25,51.0,,,,476.0,54.0,10.0,70.25,11.0,24.0,4.0,60.0,10.0,54.0,9.0,262.25,44.0,,,,464.0,60.0,11.0,49.75,8.0,36.0,6.0,64.0,10.0,56.0,9.0,265.75,44.0,,,,462.0,50.0,9.0,71.25,11.0,36.0,6.0,72.0,11.0,70.0,11.0,299.25,48.0,,,,534.0,62.0,10.0,80.5,13.0,44.0,7.0,74.0,12.0,54.0,9.0,314.5,51.0
112-國貿124,112,231,24.0,09商業與管理群,60.0,10.0,69.5,11.0,84.0,13.0,80.0,13.0,60.0,10.0,353.5,57.0,507.0,,70.0,12.0,84.0,13.0,96.0,15.0,86.0,13.0,78.0,12.0,414.0,65.0,,,,579.0,72.0,13.0,81.0,13.0,40.0,7.0,74.0,12.0,84.0,13.0,351.0,58.0,,,,583.0,70.0,12.0,69.0,11.0,68.0,11.0,68.0,11.0,78.0,12.0,353.0,57.0,,,,549.0,62.0,11.0,91.25,14.0,64.0,10.0,72.0,11.0,62.0,10.0,351.25,56.0,,,,553.0,78.0,13.0,92.5,14.0,76.0,12.0,80.0,13.0,76.0,13.0,402.5,65.0
112-國貿125,112,231,25.0,10衛生與護理類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,11.0,88.0,14.0,56.0,9.0,42.0,7.0,72.0,12.0,328.0,53.0
112-國貿127,112,231,27.0,09商業與管理群,72.0,12.0,55.5,9.0,76.0,12.0,86.0,13.0,72.0,11.0,361.5,57.0,546.0,,60.0,10.0,78.0,12.0,92.0,14.0,86.0,13.0,76.0,12.0,392.0,61.0,,,,557.0,68.0,12.0,75.0,12.0,52.0,8.0,80.0,13.0,84.0,13.0,359.0,58.0,,,,579.0,66.0,12.0,63.75,10.0,72.0,11.0,84.0,13.0,88.0,14.0,373.75,60.0,,,,589.0,66.0,11.0,78.0,12.0,60.0,10.0,74.0,12.0,78.0,12.0,356.0,57.0,,,,577.0,72.0,12.0,80.5,13.0,80.0,13.0,74.0,12.0,66.0,11.0,372.5,61.0
112-國貿128,112,231,28.0,05化工群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,12.0,71.5,11.0,68.0,11.0,62.0,10.0,40.0,7.0,317.5,51.0
112-國貿129,112,231,29.0,09商業與管理群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,9.0,24.0,4.0,32.0,5.0,28.0,5.0,52.0,9.0,188.0,32.0
112-國貿131,112,231,31.0,09商業與管理群,74.0,12.0,44.0,7.0,36.0,6.0,82.0,13.0,56.0,9.0,292.0,47.0,482.0,,72.0,12.0,55.75,9.0,36.0,6.0,82.0,13.0,54.0,9.0,299.75,49.0,,,,487.0,66.0,12.0,67.5,11.0,44.0,7.0,72.0,11.0,44.0,7.0,293.5,48.0,,,,478.0,74.0,13.0,45.0,7.0,60.0,10.0,60.0,10.0,62.0,10.0,301.0,50.0,,,,472.0,52.0,9.0,62.5,10.0,48.0,8.0,74.0,12.0,44.0,7.0,280.5,46.0,,,,473.0,74.0,12.0,63.5,10.0,64.0,10.0,64.0,10.0,58.0,10.0,323.5,52.0
112-國貿132,112,231,32.0,09商業與管理群,74.0,12.0,66.75,11.0,64.0,10.0,80.0,13.0,66.0,10.0,350.75,56.0,539.0,,68.0,11.0,79.75,12.0,68.0,11.0,84.0,13.0,74.0,12.0,373.75,59.0,,,,562.0,64.0,11.0,73.5,12.0,52.0,8.0,62.0,10.0,72.0,11.0,323.5,52.0,,,,522.0,66.0,12.0,63.75,10.0,64.0,10.0,70.0,11.0,84.0,13.0,347.75,56.0,,,,553.0,56.0,10.0,70.5,11.0,72.0,11.0,70.0,11.0,62.0,10.0,330.5,53.0,,,,522.0,54.0,9.0,67.0,11.0,64.0,10.0,76.0,12.0,68.0,11.0,329.0,53.0
112-國貿133,112,231,33.0,09商業與管理群,68.0,11.0,50.0,8.0,64.0,10.0,72.0,11.0,62.0,10.0,316.0,50.0,475.0,,64.0,11.0,69.25,11.0,68.0,11.0,76.0,12.0,64.0,10.0,341.25,55.0,,,,501.0,60.0,11.0,61.0,10.0,44.0,7.0,80.0,13.0,56.0,9.0,301.0,50.0,,,,501.0,60.0,11.0,47.0,8.0,84.0,13.0,82.0,13.0,74.0,12.0,347.0,57.0,,,,532.0,56.0,10.0,68.25,11.0,52.0,8.0,70.0,11.0,54.0,9.0,300.25,49.0,,,,503.0,64.0,10.0,77.5,12.0,80.0,13.0,70.0,11.0,56.0,9.0,347.5,55.0
112-國貿134,112,231,34.0,09商業與管理群,76.0,13.0,53.0,9.0,,,72.0,11.0,58.0,9.0,,42.0,482.0,,66.0,11.0,75.0,12.0,52.0,8.0,68.0,11.0,56.0,9.0,317.0,51.0,,,,473.0,62.0,11.0,66.25,10.0,44.0,7.0,56.0,9.0,60.0,10.0,288.25,47.0,,,,476.0,52.0,9.0,54.25,9.0,20.0,4.0,72.0,11.0,72.0,11.0,270.25,44.0,,,,510.0,68.0,12.0,69.0,11.0,44.0,7.0,80.0,13.0,46.0,8.0,307.0,51.0,,,,518.0,78.0,13.0,73.5,12.0,16.0,3.0,54.0,9.0,42.0,7.0,263.5,44.0
112-國貿135,112,231,35.0,09商業與管理群,84.0,14.0,85.0,13.0,64.0,10.0,88.0,14.0,80.0,13.0,401.0,64.0,614.0,,,,,,,,,,,,,,,,,,72.0,13.0,83.75,13.0,36.0,6.0,80.0,13.0,78.0,12.0,349.75,57.0,,,,590.0,82.0,14.0,76.5,12.0,84.0,13.0,74.0,12.0,86.0,13.0,402.5,64.0,,,,598.0,72.0,12.0,83.75,13.0,44.0,7.0,82.0,13.0,74.0,12.0,355.75,57.0,,,,599.0,72.0,12.0,90.5,14.0,84.0,13.0,78.0,12.0,78.0,13.0,402.5,64.0
112-國貿201,112,232,1.0,09商業與管理群,76.0,13.0,62.0,10.0,84.0,13.0,82.0,13.0,80.0,13.0,384.0,62.0,566.0,,72.0,12.0,68.75,11.0,96.0,15.0,86.0,13.0,78.0,12.0,400.75,63.0,,,,564.0,64.0,10.0,64.0,10.0,44.0,7.0,82.0,13.0,80.0,13.0,334.0,56.0,,,,578.0,68.0,12.0,63.0,10.0,92.0,14.0,74.0,12.0,86.0,13.0,383.0,61.0,,,,567.0,66.0,11.0,78.25,12.0,64.0,10.0,76.0,12.0,66.0,11.0,350.25,56.0,,,,565.0,76.0,12.0,75.75,12.0,76.0,12.0,82.0,13.0,56.0,9.0,365.75,58.0
112-國貿202,112,232,2.0,16外語群日語類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,9.0,58.0,9.0,44.0,7.0,28.0,5.0,34.0,6.0,218.0,36.0
112-國貿203,112,232,3.0,09商業與管理群,64.0,11.0,79.5,13.0,72.0,11.0,92.0,14.0,78.0,12.0,385.5,61.0,588.0,,62.0,10.0,96.0,15.0,72.0,11.0,84.0,13.0,86.0,13.0,400.0,62.0,,,,583.0,85.0,13.0,85.0,13.0,40.0,7.0,82.0,13.0,76.0,12.0,368.0,56.0,,,,574.0,68.0,12.0,67.0,11.0,72.0,11.0,80.0,13.0,90.0,14.0,377.0,61.0,,,,588.0,56.0,10.0,86.5,13.0,72.0,11.0,86.0,13.0,84.0,13.0,384.5,60.0,,,,601.0,76.0,12.0,94.0,15.0,72.0,11.0,74.0,12.0,78.0,13.0,394.0,63.0
112-國貿204,112,232,4.0,09商業與管理群,60.0,10.0,36.75,6.0,44.0,7.0,76.0,12.0,68.0,11.0,284.75,46.0,466.0,,54.0,9.0,44.25,7.0,40.0,7.0,76.0,12.0,40.0,7.0,254.25,42.0,,,,393.0,44.0,7.0,44.0,7.0,28.0,5.0,50.0,8.0,52.0,8.0,218.0,39.0,,,,411.0,68.0,12.0,39.0,6.0,36.0,6.0,58.0,9.0,52.0,8.0,253.0,41.0,,,,430.0,50.0,9.0,50.25,8.0,44.0,7.0,62.0,10.0,50.0,8.0,256.25,42.0,,,,444.0,70.0,11.0,59.5,9.0,48.0,8.0,62.0,10.0,56.0,9.0,295.5,47.0
112-國貿205,112,232,5.0,09商業與管理群,74.0,12.0,48.0,8.0,64.0,10.0,54.0,9.0,52.0,8.0,292.0,47.0,419.0,,74.0,12.0,36.75,6.0,48.0,8.0,74.0,12.0,38.0,6.0,270.75,44.0,,,,402.0,54.0,9.0,54.0,9.0,28.0,5.0,54.0,9.0,44.0,7.0,234.0,41.0,,,,410.0,54.0,10.0,45.0,7.0,64.0,10.0,76.0,12.0,56.0,9.0,295.0,48.0,,,,475.0,52.0,9.0,66.25,10.0,48.0,8.0,54.0,9.0,46.0,8.0,266.25,44.0,,,,439.0,72.0,12.0,63.5,10.0,84.0,13.0,68.0,11.0,70.0,12.0,357.5,58.0
112-國貿206,112,232,6.0,16外語群日語類,64.0,11.0,46.75,8.0,32.0,5.0,66.0,10.0,44.0,7.0,252.75,41.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,11.0,68.0,11.0,32.0,5.0,62.0,10.0,56.0,9.0,288.0,46.0
112-國貿207,112,232,7.0,09商業與管理群,70.0,12.0,49.5,8.0,60.0,10.0,70.0,11.0,44.0,7.0,293.5,48.0,425.0,,74.0,12.0,57.5,9.0,48.0,8.0,60.0,10.0,36.0,6.0,275.5,45.0,,,,394.0,56.25,9.0,56.25,9.0,48.0,8.0,58.0,9.0,32.0,5.0,250.5,43.0,,,,398.0,56.0,10.0,42.25,7.0,48.0,8.0,62.0,10.0,38.0,6.0,246.25,41.0,,,,401.0,54.0,9.0,51.75,8.0,32.0,5.0,54.0,9.0,34.0,6.0,225.75,37.0,,,,386.0,76.0,12.0,65.5,10.0,52.0,8.0,54.0,9.0,38.0,7.0,285.5,46.0
112-國貿208,112,232,8.0,09商業與管理群,74.0,12.0,39.25,6.0,68.0,11.0,62.0,10.0,68.0,11.0,311.25,50.0,462.0,,72.0,12.0,39.5,6.0,80.0,13.0,82.0,13.0,60.0,10.0,333.5,54.0,,,,480.0,56.25,9.0,56.25,9.0,52.0,8.0,72.0,11.0,74.0,12.0,310.5,54.0,,,,546.0,76.0,13.0,42.25,7.0,44.0,7.0,72.0,11.0,74.0,12.0,308.25,50.0,,,,526.0,66.0,11.0,32.25,5.0,60.0,10.0,66.0,10.0,50.0,8.0,274.25,44.0,,,,452.0,74.0,12.0,50.0,8.0,68.0,11.0,72.0,12.0,58.0,10.0,322.0,53.0
112-國貿209,112,232,9.0,09商業與管理群,64.0,11.0,49.75,8.0,96.0,15.0,70.0,11.0,60.0,10.0,339.75,55.0,459.0,,64.0,11.0,54.75,9.0,84.0,13.0,68.0,11.0,44.0,7.0,314.75,51.0,,,,411.0,48.0,8.0,48.0,8.0,56.0,9.0,60.0,10.0,48.0,8.0,260.0,46.0,,,,425.0,62.0,11.0,43.0,7.0,80.0,13.0,60.0,10.0,50.0,8.0,295.0,49.0,,,,429.0,48.0,8.0,43.0,7.0,36.0,6.0,70.0,11.0,52.0,8.0,249.0,40.0,,,,450.0,54.0,9.0,63.5,10.0,76.0,12.0,56.0,9.0,54.0,9.0,303.5,49.0
112-國貿210,112,232,10.0,09商業與管理群,76.0,13.0,36.75,6.0,52.0,8.0,76.0,12.0,74.0,12.0,314.75,51.0,502.0,,74.0,12.0,42.0,7.0,56.0,9.0,80.0,13.0,80.0,13.0,332.0,54.0,,,,517.0,39.75,6.0,39.75,6.0,48.0,8.0,66.0,10.0,68.0,11.0,261.5,47.0,,,,482.0,76.0,13.0,39.0,6.0,68.0,11.0,78.0,12.0,86.0,13.0,347.0,55.0,,,,551.0,54.0,9.0,48.75,8.0,36.0,6.0,70.0,11.0,66.0,11.0,274.75,45.0,,,,497.0,70.0,11.0,55.5,9.0,68.0,11.0,66.0,11.0,78.0,13.0,337.5,55.0
112-國貿211,112,232,11.0,09商業與管理群,70.0,12.0,64.0,10.0,64.0,10.0,78.0,12.0,74.0,12.0,350.0,56.0,540.0,,64.0,11.0,74.25,12.0,72.0,11.0,82.0,13.0,80.0,13.0,372.25,60.0,,,,554.0,65.5,10.0,65.5,10.0,44.0,7.0,86.0,13.0,82.0,13.0,343.0,55.0,,,,573.0,56.0,10.0,51.0,8.0,60.0,10.0,84.0,13.0,80.0,13.0,331.0,54.0,,,,546.0,52.0,9.0,72.25,11.0,48.0,8.0,88.0,14.0,72.0,12.0,332.25,54.0,,,,572.0,62.0,10.0,76.25,12.0,44.0,7.0,84.0,13.0,74.0,12.0,340.25,54.0
112-國貿212,112,232,12.0,09商業與管理群,60.0,10.0,65.25,10.0,64.0,10.0,88.0,14.0,70.0,11.0,347.25,55.0,545.0,,64.0,11.0,64.5,10.0,100.0,15.0,86.0,13.0,68.0,11.0,382.5,60.0,,,,530.0,58.0,9.0,58.0,9.0,44.0,7.0,86.0,13.0,74.0,12.0,320.0,54.0,,,,561.0,66.0,12.0,45.0,7.0,76.0,12.0,80.0,13.0,96.0,15.0,363.0,59.0,,,,566.0,54.0,9.0,63.0,10.0,56.0,9.0,82.0,13.0,74.0,12.0,329.0,53.0,,,,552.0,62.0,10.0,75.5,12.0,64.0,10.0,72.0,12.0,70.0,12.0,343.5,56.0
