年度,招生群類別,志願代碼,權重組別,學校名稱,系科組學程名稱,各科目加權,招生名額,錄取人數,錄取總分數,同分參酌分數,學校類型,科系分類
112,09商業與管理群,09466,I39,國立聯合大學,資訊管理學系,國文*1.00 + 英文*1.00 + 數學*1.50 + 專業(一)*2.50 + 專業(二)*2.00,13,13,467.25,,國立大學,資訊類
112,09商業與管理群,09467,I32,國立金門大學,企業管理學系,國文*1.00 + 英文*1.50 + 數學*1.50 + 專業(一)*2.50 + 專業(二)*2.50,10,10,409.75,,國立大學,商管類
112,09商業與管理群,09468,I30,國立屏東大學,國際經營與貿易學系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,12,12,531.0,,國立大學,商管類
112,09商業與管理群,09469,I54,國立屏東大學,企業管理學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,17,17,399.5,,國立大學,商管類
112,09商業與管理群,09470,I3,國立屏東大學,財務金融學系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,8,8,667.0,,國立大學,商管類
112,09商業與管理群,09471,I27,國立屏東大學,會計學系,國文*1.25 + 英文*2.00 + 數學*1.25 + 專業(一)*2.50 + 專業(二)*3.00,12,12,598.0,,國立大學,商管類
112,09商業與管理群,09472,I54,國立屏東大學,不動產經營學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,13,385.5,,國立大學,商管類
112,09商業與管理群,09473,I37,國立屏東大學,資訊管理學系,國文*1.00 + 英文*1.25 + 數學*1.25 + 專業(一)*2.50 + 專業(二)*2.00,28,28,456.88,,國立大學,資訊類
112,09商業與管理群,09474,I17,國立屏東大學,休閒事業經營學系,國文*2.00 + 英文*1.25 + 數學*1.25 + 專業(一)*3.00 + 專業(二)*2.75,12,12,569.75,,國立大學,餐旅觀光類
112,09商業與管理群,09475,I26,國立屏東大學,應用日語學系,國文*1.00 + 英文*1.50 + 數學*1.00 + 專業(一)*2.75 + 專業(二)*2.75,13,13,501.63,,國立大學,語文類
112,09商業與管理群,09476,I3,國立屏東大學,行銷與流通管理學系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,15,15,629.0,,國立大學,商管類
112,09商業與管理群,09477,I54,國立屏東大學,商業自動化與管理學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,17,17,388.0,,國立大學,工程類
112,09商業與管理群,09478,I30,國立屏東大學,應用英語學系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,7,7,522.0,,國立大學,語文類
113,09商業與管理群,09001,I45,國立臺灣科技大學,工業管理系,國文*1.00 + 英文*1.50 + 數學*1.50 + 專業(一)*2.00 + 專業(二)*3.00,6,6,814.5,,國立科大,商管類
113,09商業與管理群,09002,I51,國立臺灣科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,13,610.5,,國立科大,商管類
113,09商業與管理群,09003,I51,國立臺灣科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,18,18,618.5,92.0,國立科大,資訊類
113,09商業與管理群,09004,I46,國立臺灣科技大學,應用外語系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,2,2,769.0,,國立科大,語文類
113,09商業與管理群,09005,I51,國立雲林科技大學,工業工程與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,13,574.0,,國立科大,工程類
113,09商業與管理群,09006,I27,國立雲林科技大學,企業管理系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,9,9,734.0,78.0,國立科大,商管類
113,09商業與管理群,09007,I2,國立雲林科技大學,資訊管理系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,6,6,942.0,,國立科大,資訊類
