student_id,畢業年度,班級_標準,甄選群類,志願學校,志願學校類型,志願科系,志願科系分類,系科組代碼,一階篩選結果,不通過原因,二階結果,是否最終錄取
,112,631,,萬能科技大學,私立科大,資訊管理系,資訊類,212049.0,通過,,未錄取,False
112-商經101,112,131,,國立屏東科技大學,國立科大,資訊管理系,資訊類,103036.0,未通過,未通過第1項倍率篩選,,False
112-商經101,112,131,,國立勤益科技大學,國立科大,人工智慧應用工程系,資訊類,110045.0,未通過,未通過第2項倍率篩選,,False
112-商經101,112,131,,國立臺中科技大學,國立科大,人工智慧應用工程 學士學位學程,資訊類,113043.0,未通過,未通過同級分超額篩選,,False
112-商經102,112,131,,國立臺灣體育運動大學,國立大學,運動事業管理學系,商管類,733002.0,通過,,備取1,False
112-商經104,112,131,,國立屏東科技大學,國立科大,工業管理系,商管類,103039.0,未通過,未通過第2項倍率篩選,,False
112-商經104,112,131,,國立高雄科技大學,國立科大,海事資訊科技系,資訊類,105117.0,未通過,未通過第1項倍率篩選,,False
112-商經104,112,131,,國立勤益科技大學,國立科大,人工智慧應用工程系,資訊類,110045.0,未通過,未通過第2項倍率篩選,,False
112-商經104,112,131,,國立臺中科技大學,國立科大,人工智慧應用工程 學士學位學程,資訊類,113043.0,未通過,未通過第1項倍率篩選,,False
112-商經104,112,131,,國立聯合大學,國立大學,資訊管理學系,資訊類,724013.0,未通過,未通過第2項倍率篩選,,False
112-商經104,112,131,,國立屏東大學,國立大學,商業自動化與管理學系,工程類,738005.0,未通過,未通過第1項倍率篩選,,False
112-商經105,112,131,,國立雲林科技大學,國立科大,財務金融系,商管類,102025.0,通過,,未錄取,False
112-商經105,112,131,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第2項倍率篩選,,False
112-商經105,112,131,,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,104026.0,未通過,未通過第3項倍率篩選,,False
112-商經105,112,131,,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,114002.0,未通過,未通過第3項倍率篩選,,False
112-商經105,112,131,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,通過,,未錄取,False
112-商經105,112,131,,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,114007.0,通過,,備取6,False
112-商經107,112,131,,國立虎尾科技大學,國立科大,工業管理系,商管類,107018.0,通過,,未錄取,False
112-商經107,112,131,,國立勤益科技大學,國立科大,工業工程與管理系,工程類,110022.0,通過,,未錄取,False
112-商經107,112,131,,國立臺中科技大學,國立科大,人工智慧應用工程 學士學位學程,資訊類,113043.0,未通過,未通過第2項倍率篩選,,False
112-商經107,112,131,,中原大學,私立大學,資訊管理學系,資訊類,804005.0,未通過,未通過第1項倍率篩選,,False
112-商經107,112,131,,逢甲大學,私立大學,工業工程與系統管理學系,工程類,807004.0,未通過,未通過第1項倍率篩選,,False
112-商經108,112,131,,國立屏東大學,國立大學,財務金融學系,商管類,738003.0,未通過,未通過第1項倍率篩選,,False
112-商經108,112,131,,國立屏東大學,國立大學,會計學系,商管類,738004.0,通過,,備取10,False
112-商經109,112,131,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第1項倍率篩選,,False
112-商經109,112,131,,國立臺中科技大學,國立科大,財務金融系,商管類,113004.0,通過,,未錄取,False
112-商經109,112,131,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,未通過,未通過第2項倍率篩選,,False
112-商經109,112,131,,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,114007.0,未通過,未通過第1項倍率篩選,,False
112-商經109,112,131,,中原大學,私立大學,國際經營與貿易學系,商管類,804001.0,通過,,未錄取,False
112-商經109,112,131,,中原大學,私立大學,會計學系,商管類,804004.0,通過,,未錄取,False
112-商經110,112,131,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,未通過,未通過第3項倍率篩選,,False
112-商經110,112,131,,國立高雄科技大學,國立科大,智慧商務系,商管類,105070.0,通過,,未錄取,False
112-商經110,112,131,,國立高雄科技大學,國立科大,人力資源發展系,商管類,105092.0,通過,,未錄取,False
112-商經110,112,131,,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,111007.0,未通過,未通過第1項倍率篩選,,False
112-商經110,112,131,,國立臺中科技大學,國立科大,應用統計系,商管類,113021.0,通過,,未錄取,False
112-商經110,112,131,,中原大學,私立大學,資訊管理學系,資訊類,804005.0,通過,,未錄取,False
112-商經111,112,131,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,未通過,未通過第1項倍率篩選,,False
112-商經111,112,131,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第2項倍率篩選,,False
112-商經111,112,131,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,未通過,未通過第2項倍率篩選,,False
112-商經111,112,131,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,通過,,未錄取,False
112-商經111,112,131,,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,114006.0,通過,,未錄取,False
112-商經111,112,131,,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,114007.0,通過,,備取10,False
112-商經113,112,131,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,未通過,未通過第1項倍率篩選,,False
112-商經113,112,131,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第2項倍率篩選,,False
112-商經113,112,131,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,未通過,未通過第2項倍率篩選,,False
112-商經113,112,131,,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,114004.0,未通過,未通過第2項倍率篩選,,False
112-商經113,112,131,,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,114006.0,通過,,備取17,False
112-商經113,112,131,,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,114007.0,未通過,未通過第1項倍率篩選,,False
112-商經114,112,131,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,未通過,未通過第3項倍率篩選,,False
112-商經114,112,131,,國立臺灣科技大學,國立科大,資訊管理系,資訊類,101016.0,未通過,未通過第1項倍率篩選,,False
112-商經114,112,131,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,通過,,未錄取,False
112-商經114,112,131,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,通過,,備取24,False
112-商經114,112,131,,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,114002.0,通過,,備取1,False
112-商經114,112,131,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,通過,,正取,False
112-商經116,112,131,,國立屏東科技大學,國立科大,資訊管理系,資訊類,103036.0,通過,,正取,False
112-商經116,112,131,,國立屏東科技大學,國立科大,工業管理系,商管類,103039.0,通過,,正取,False
112-商經116,112,131,,國立屏東科技大學,國立科大,社會工作系,社會法政類,103052.0,通過,,未錄取,False
112-商經116,112,131,,國立高雄科技大學,國立科大,應用日語系,語文類,105084.0,通過,,正取,False
112-商經116,112,131,,國立勤益科技大學,國立科大,工業工程與管理系,工程類,110022.0,未通過,未通過第2項倍率篩選,,False
112-商經116,112,131,,國立臺中科技大學,國立科大,資訊管理系,資訊類,113013.0,未通過,未通過第1項倍率篩選,,False
112-商經117,112,131,,國立高雄科技大學,國立科大,航運管理系,商管類,105072.0,未通過,未通過第1項倍率篩選,,False
112-商經117,112,131,,國立虎尾科技大學,國立科大,工業管理系,商管類,107018.0,通過,,未錄取,False
112-商經117,112,131,,國立虎尾科技大學,國立科大,應用外語系,語文類,107026.0,通過,,未錄取,False
112-商經117,112,131,,國立勤益科技大學,國立科大,工業工程與管理系,工程類,110022.0,未通過,未通過第2項倍率篩選,,False
112-商經117,112,131,,國立臺中科技大學,國立科大,流通管理系,商管類,113020.0,未通過,未通過同級分超額篩選,,False
112-商經119,112,131,,國立雲林科技大學,國立科大,工業工程與管理系,工程類,102019.0,未通過,未通過第1項倍率篩選,,False
112-商經119,112,131,,國立雲林科技大學,國立科大,資訊管理系,資訊類,102023.0,未通過,未通過第3項倍率篩選,,False
112-商經119,112,131,,國立臺中科技大學,國立科大,財政稅務系,商管類,113003.0,通過,,正取,False
112-商經119,112,131,,中原大學,私立大學,國際經營與貿易學系,商管類,804001.0,通過,,正取,False
112-商經119,112,131,,中原大學,私立大學,會計學系,商管類,804004.0,通過,,正取,False
112-商經120,112,131,,國立雲林科技大學,國立科大,資訊管理系,資訊類,102023.0,未通過,未通過第1項倍率篩選,,False
112-商經120,112,131,,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,111007.0,通過,,未錄取,False
112-商經120,112,131,,國立臺中科技大學,國立科大,保險金融管理系,商管類,113024.0,通過,,正取,False
112-商經121,112,131,,國立雲林科技大學,國立科大,會計系,商管類,102027.0,通過,,正取,False
112-商經121,112,131,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第2項倍率篩選,,False
112-商經121,112,131,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,通過,,未錄取,False
112-商經121,112,131,,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,114001.0,通過,,備取2,False
112-商經121,112,131,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,通過,,備取4,False
112-商經122,112,131,,國立高雄科技大學,國立科大,金融系,商管類,105060.0,未通過,未通過第1項倍率篩選,,False
112-商經122,112,131,,國立臺中科技大學,國立科大,財務金融系,商管類,113004.0,通過,,未錄取,False
112-商經123,112,131,,國立屏東科技大學,國立科大,資訊管理系,資訊類,103036.0,通過,,--,False
112-商經123,112,131,,國立屏東科技大學,國立科大,工業管理系,商管類,103039.0,通過,,正取,False
112-商經123,112,131,,國立屏東科技大學,國立科大,社會工作系,社會法政類,103052.0,通過,,未錄取,False
112-商經123,112,131,,國立高雄科技大學,國立科大,應用日語系,語文類,105084.0,通過,,--,False
112-商經123,112,131,,國立勤益科技大學,國立科大,工業工程與管理系,工程類,110022.0,通過,,備取6,False
112-商經123,112,131,,國立臺中科技大學,國立科大,資訊管理系,資訊類,113013.0,未通過,未通過第2項倍率篩選,,False
112-商經124,112,131,,國立高雄科技大學,國立科大,行銷與流通管理系,商管類,105054.0,未通過,未通過第1項倍率篩選,,False
112-商經124,112,131,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,未通過,未通過第3項倍率篩選,,False
112-商經124,112,131,,國立高雄科技大學,國立科大,人力資源發展系,商管類,105092.0,通過,,備取13,False
112-商經124,112,131,,國立勤益科技大學,國立科大,流通管理系,商管類,110030.0,通過,,未錄取,False
112-商經124,112,131,,國立臺中科技大學,國立科大,保險金融管理系,商管類,113024.0,通過,,備取29,False
112-商經124,112,131,,逢甲大學,私立大學,合作經濟暨社會事業經營學系,商管類,807010.0,通過,,備取2,False
112-商經125,112,131,,國立屏東科技大學,國立科大,工業管理系,商管類,103039.0,通過,,未錄取,False
112-商經125,112,131,,國立虎尾科技大學,國立科大,工業管理系,商管類,107018.0,通過,,正取,False
112-商經125,112,131,,國立勤益科技大學,國立科大,工業工程與管理系,工程類,110022.0,未通過,未通過第2項倍率篩選,,False
112-商經125,112,131,,國立臺中科技大學,國立科大,人工智慧應用工程 學士學位學程,資訊類,113043.0,未通過,未通過第1項倍率篩選,,False
112-商經125,112,131,,中原大學,私立大學,資訊管理學系,資訊類,804005.0,未通過,未通過第1項倍率篩選,,False
112-商經125,112,131,,逢甲大學,私立大學,工業工程與系統管理學系,工程類,807004.0,未通過,未通過第1項倍率篩選,,False
112-商經126,112,131,,國立高雄科技大學,國立科大,金融系,商管類,105060.0,通過,,未錄取,False
112-商經126,112,131,,國立高雄科技大學,國立科大,會計資訊系,資訊類,105062.0,通過,,未錄取,False
112-商經126,112,131,,國立高雄科技大學,國立科大,金融資訊系,資訊類,105063.0,通過,,未錄取,False
112-商經126,112,131,,國立臺中科技大學,國立科大,財務金融系,商管類,113004.0,通過,,正取,False
112-商經129,112,131,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,通過,,正取,False
112-商經129,112,131,,國立高雄科技大學,國立科大,商務資訊應用系,資訊類,105075.0,通過,,未錄取,False
112-商經129,112,131,,國立虎尾科技大學,國立科大,財務金融系,商管類,107035.0,通過,,正取,False
112-商經129,112,131,,國立臺中科技大學,國立科大,保險金融管理系,商管類,113024.0,通過,,正取,False
112-商經129,112,131,,國立屏東大學,國立大學,財務金融學系,商管類,738003.0,通過,,備取4,False
112-商經129,112,131,,實踐大學,私立大學,財務金融學系（臺北校區）,商管類,817010.0,通過,,備取1,False
112-商經130,112,131,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,未通過,未通過第1項倍率篩選,,False
112-商經131,112,131,,國立屏東科技大學,國立科大,應用外語系,語文類,103049.0,未通過,未通過第1項倍率篩選,,False
112-商經131,112,131,,國立高雄科技大學,國立科大,應用英語系,語文類,105083.0,未通過,未通過第1項倍率篩選,,False
112-商經131,112,131,,國立高雄餐旅大學,國立大學,應用英語系,語文類,112014.0,未通過,未通過第1項倍率篩選,,False
112-商經131,112,131,,實踐大學,私立大學,應用外語學系（臺北校區）,語文類,817014.0,未通過,未通過第1項倍率篩選,,False
112-商經132,112,131,,國立勤益科技大學,國立科大,人工智慧應用工程系,資訊類,110045.0,未通過,未通過第1項倍率篩選,,False
112-商經132,112,131,,國立臺中科技大學,國立科大,人工智慧應用工程 學士學位學程,資訊類,113043.0,未通過,未通過第1項倍率篩選,,False
112-商經132,112,131,,朝陽科技大學,私立科大,財務金融系,商管類,201001.0,通過,,未錄取,False
112-商經132,112,131,,國立聯合大學,國立大學,資訊管理學系,資訊類,724013.0,未通過,未通過第2項倍率篩選,,False
112-商經203,112,132,,國立雲林科技大學,國立科大,文化資產維護系,藝術人文類,102049.0,通過,,未錄取,False
112-商經203,112,132,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,未通過,未通過第3項倍率篩選,,False
112-商經203,112,132,,國立高雄科技大學,國立科大,觀光管理系,商管類,105066.0,未通過,未通過第2項倍率篩選,,False
112-商經203,112,132,,國立高雄科技大學,國立科大,文化創意產業系,設計類,105091.0,通過,,未錄取,False
112-商經203,112,132,,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,111005.0,通過,,未錄取,False
112-商經203,112,132,,國立體育大學,國立大學,休閒產業經營學系,餐旅觀光類,731001.0,通過,,未錄取,False
112-商經205,112,132,,國立高雄科技大學,國立科大,工業工程與管理系,工程類,105005.0,通過,,正取,False
112-商經205,112,132,,國立高雄科技大學,國立科大,供應鏈管理系,商管類,105077.0,通過,,未錄取,False
112-商經205,112,132,,國立虎尾科技大學,國立科大,資訊管理系,資訊類,107025.0,未通過,未通過第1項倍率篩選,,False
112-商經205,112,132,,國立虎尾科技大學,國立科大,休閒遊憩系,餐旅觀光類,107041.0,未通過,未通過第1項倍率篩選,,False
112-商經205,112,132,,國立勤益科技大學,國立科大,資訊管理系,資訊類,110028.0,未通過,未通過第1項倍率篩選,,False
112-商經205,112,132,,國立臺中科技大學,國立科大,應用統計系,商管類,113021.0,通過,,備取5,False
112-商經206,112,132,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第2項倍率篩選,,False
112-商經206,112,132,,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,114004.0,未通過,未通過第1項倍率篩選,,False
112-商經206,112,132,,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,114006.0,未通過,未通過第2項倍率篩選,,False
112-商經207,112,132,,國立雲林科技大學,國立科大,資訊管理系,資訊類,102023.0,未通過,未通過第1項倍率篩選,,False
112-商經207,112,132,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,通過,,未錄取,False
112-商經207,112,132,,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,111007.0,通過,,備取18,False
112-商經207,112,132,,國立臺中科技大學,國立科大,資訊管理系,資訊類,113013.0,未通過,未通過第1項倍率篩選,,False
112-商經207,112,132,,國立臺灣海洋大學,國立大學,海洋經營管理學士學位學程,商管類,710006.0,未通過,未通過同級分超額篩選,,False
112-商經207,112,132,,中原大學,私立大學,資訊管理學系,資訊類,804005.0,通過,,未錄取,False
112-商經209,112,132,,國立雲林科技大學,國立科大,文化資產維護系,藝術人文類,102049.0,通過,,備取1,False
112-商經209,112,132,,國立高雄科技大學,國立科大,文化創意產業系,設計類,105091.0,通過,,備取2,False
112-商經209,112,132,,國立高雄科技大學,國立科大,人力資源發展系,商管類,105092.0,通過,,備取5,False
112-商經209,112,132,,國立勤益科技大學,國立科大,企業管理系,商管類,110026.0,通過,,未錄取,False
112-商經209,112,132,,國立臺中科技大學,國立科大,保險金融管理系,商管類,113024.0,通過,,正取,False
112-商經209,112,132,,國立臺北商業大學,國立大學,數位多媒體設計系（桃園校區）,資訊類,114017.0,未通過,未通過同級分超額篩選,,False
112-商經214,112,132,,國立雲林科技大學,國立科大,資訊管理系,資訊類,102023.0,未通過,未通過第1項倍率篩選,,False
112-商經214,112,132,,國立屏東科技大學,國立科大,資訊管理系,資訊類,103036.0,通過,,未錄取,False
112-商經214,112,132,,國立高雄科技大學,國立科大,資訊管理系,資訊類,105049.0,未通過,未通過第2項倍率篩選,,False
112-商經214,112,132,,國立勤益科技大學,國立科大,資訊管理系,資訊類,110029.0,通過,,未錄取,False
112-商經214,112,132,,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,111007.0,通過,,備取4,False
112-商經214,112,132,,國立臺中科技大學,國立科大,資訊管理系,資訊類,113013.0,通過,,正取,False
112-商經216,112,132,,國立臺中科技大學,國立科大,財務金融系,商管類,113004.0,未通過,未通過第1項倍率篩選,,False
112-商經216,112,132,,國立聯合大學,國立大學,經營管理學系,商管類,724012.0,通過,,未錄取,False
112-商經216,112,132,,中原大學,私立大學,國際經營與貿易學系,商管類,804001.0,通過,,未錄取,False
112-商經218,112,132,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,通過,,正取,False
112-商經218,112,132,,國立臺灣科技大學,國立科大,資訊管理系,資訊類,101016.0,未通過,未通過第1項倍率篩選,,False
112-商經218,112,132,,國立雲林科技大學,國立科大,財務金融系,商管類,102025.0,通過,,未錄取,False
112-商經218,112,132,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,通過,,正取,False
112-商經218,112,132,,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,104026.0,通過,,備取1,False
112-商經218,112,132,,國立中正大學,國立大學,經濟學系,商管類,711002.0,通過,,正取,False
112-商經219,112,132,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,通過,,正取,False
112-商經219,112,132,,國立高雄科技大學,國立科大,金融系,商管類,105060.0,未通過,未通過第1項倍率篩選,,False
112-商經219,112,132,,國立高雄科技大學,國立科大,供應鏈管理系,商管類,105077.0,通過,,正取,False
112-商經219,112,132,,國立虎尾科技大學,國立科大,工業管理系,商管類,107018.0,通過,,未錄取,False
112-商經219,112,132,,國立虎尾科技大學,國立科大,財務金融系,商管類,107035.0,未通過,未通過第3項倍率篩選,,False
112-商經219,112,132,,國立勤益科技大學,國立科大,流通管理系,商管類,110030.0,通過,,正取,False
112-商經220,112,132,,國立臺北護理健康大學,國立大學,休閒產業與健康促進系,餐旅觀光類,111008.0,未通過,未通過第2項倍率篩選,,False
112-商經220,112,132,,國立高雄餐旅大學,國立大學,休閒暨遊憩管理系,商管類,112009.0,未通過,未通過第2項倍率篩選,,False
112-商經220,112,132,,國立高雄餐旅大學,國立大學,餐旅暨會展行銷管理系,商管類,112011.0,未通過,未通過第1項倍率篩選,,False
112-商經220,112,132,,國立臺中科技大學,國立科大,休閒事業經營系,餐旅觀光類,113022.0,通過,,正取,False
112-商經220,112,132,,國立體育大學,國立大學,休閒產業經營學系,餐旅觀光類,731001.0,通過,,備取1,False
112-商經221,112,132,,國立臺北科技大學,國立科大,工業工程與管理系,工程類,104023.0,未通過,未通過第2項倍率篩選,,False
112-商經221,112,132,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,未通過,未通過第3項倍率篩選,,False
112-商經221,112,132,,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,114006.0,未通過,未通過同級分超額篩選,,False
112-商經221,112,132,,國立聯合大學,國立大學,經營管理學系,商管類,724012.0,通過,,正取,False
112-商經221,112,132,,逢甲大學,私立大學,財稅學系,商管類,807009.0,通過,,正取,False
112-商經222,112,132,,國立勤益科技大學,國立科大,企業管理系,商管類,110026.0,未通過,未通過第1項倍率篩選,,False
112-商經222,112,132,,國立暨南國際大學,國立大學,觀光休閒與餐旅管理學系觀光休閒組,商管類,719001.0,未通過,未通過第1項倍率篩選,,False
112-商經223,112,132,,國立臺中科技大學,國立科大,財務金融系,商管類,113004.0,未通過,未通過第1項倍率篩選,,False
112-商經223,112,132,,國立臺北商業大學,國立大學,國際商務系（臺北校區）,商管類,114004.0,未通過,未通過第2項倍率篩選,,False
112-商經223,112,132,,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,114006.0,未通過,未通過第1項倍率篩選,,False
112-商經223,112,132,,國立彰化師範大學,國立大學,財務金融技術學系,商管類,713005.0,未通過,未通過第1項倍率篩選,,False
112-商經223,112,132,,逢甲大學,私立大學,國際經營與貿易學系,商管類,807008.0,通過,,正取,False
112-商經224,112,132,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,通過,,未錄取,False
112-商經224,112,132,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,通過,,備取13,False
112-商經224,112,132,,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,104026.0,未通過,未通過第3項倍率篩選,,False
112-商經224,112,132,,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,114002.0,通過,,未錄取,False
112-商經224,112,132,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,通過,,未錄取,False
112-商經225,112,132,,國立臺灣科技大學,國立科大,企業管理系,商管類,101014.0,通過,,正取,False
112-商經225,112,132,,國立臺北科技大學,國立科大,經營管理系,商管類,104024.0,通過,,未錄取,False
112-商經225,112,132,,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,104026.0,未通過,未通過第3項倍率篩選,,False
112-商經225,112,132,,國立臺北商業大學,國立大學,財務金融系（臺北校區）,商管類,114002.0,通過,,備取6,False
112-商經225,112,132,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,通過,,未錄取,False
112-商經226,112,132,,國立雲林科技大學,國立科大,創意生活設計系,設計類,102041.0,未通過,未通過第1項倍率篩選,,False
112-商經226,112,132,,國立臺北科技大學,國立科大,文化事業發展系,其他,104035.0,未通過,未通過第1項倍率篩選,,False
112-商經226,112,132,,長庚學校財團法人長庚科技大學,私立科大,化妝品應用系（林口校區）,其他,237011.0,未通過,未通過第1項倍率篩選,,False
112-商經226,112,132,,實踐大學,私立大學,服裝設計學系（臺北校區）,設計類,817005.0,未通過,未通過第1項倍率篩選,,False
112-商經226,112,132,,實踐大學,私立大學,時尚設計學系（高雄校區）,設計類,817022.0,未通過,未通過第1項倍率篩選,,False
112-商經226,112,132,,亞洲大學,私立大學,時尚設計學系,設計類,828029.0,通過,,正取,False
112-商經227,112,132,,國立高雄科技大學,國立科大,觀光管理系,商管類,105066.0,未通過,未通過第1項倍率篩選,,False
112-商經227,112,132,,國立勤益科技大學,國立科大,健康產業科技研發與管理系,商管類,110032.0,未通過,未通過第2項倍率篩選,,False
112-商經227,112,132,,國立暨南國際大學,國立大學,觀光休閒與餐旅管理學系觀光休閒組,商管類,719001.0,未通過,未通過第1項倍率篩選,,False
112-商經227,112,132,,國立屏東大學,國立大學,休閒事業經營學系,餐旅觀光類,738007.0,通過,,未錄取,False
112-商經228,112,132,,國立聯合大學,國立大學,經營管理學系,商管類,724012.0,未通過,未通過同級分超額篩選,,False
112-商經228,112,132,,世新大學,私立大學,資訊管理學系資訊管理組,資訊類,815004.0,通過,,未錄取,False
112-商經228,112,132,,世新大學,私立大學,資訊管理學系資訊科技組,資訊類,815005.0,通過,,未錄取,False
112-商經228,112,132,,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,816004.0,未通過,未通過第1項倍率篩選,,False
112-商經228,112,132,,實踐大學,私立大學,風險管理與保險學系（臺北校區）,商管類,817011.0,通過,,未錄取,False
112-商經228,112,132,,實踐大學,私立大學,資訊科技與管理學系（臺北校區）,資訊類,817012.0,未通過,未通過第1項倍率篩選,,False
112-商經229,112,132,,國立雲林科技大學,國立科大,工業工程與管理系,工程類,102019.0,未通過,未通過第1項倍率篩選,,False
112-商經229,112,132,,國立高雄科技大學,國立科大,風險管理與保險系,商管類,105057.0,通過,,未錄取,False
112-商經229,112,132,,國立高雄科技大學,國立科大,財務管理系,商管類,105061.0,通過,,未錄取,False
112-商經229,112,132,,國立高雄科技大學,國立科大,供應鏈管理系,商管類,105077.0,通過,,未錄取,False
112-商經229,112,132,,國立臺北商業大學,國立大學,會計資訊系（臺北校區）,資訊類,114001.0,未通過,未通過第1項倍率篩選,,False
112-商經229,112,132,,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,114003.0,未通過,未通過第1項倍率篩選,,False
112-商經230,112,132,,文藻外語大學,私立大學,傳播藝術系,傳播類,241023.0,未通過,未通過第1項倍率篩選,,False
112-商經230,112,132,,中國文化大學,私立大學,紡織工程學系,其他,806005.0,未通過,未通過第1項倍率篩選,,False
112-商經230,112,132,,中華大學,私立大學,景觀建築學系產品設計組,設計類,811002.0,通過,,未錄取,False
112-商經230,112,132,,大葉大學,私立大學,視覺傳達設計學系,設計類,812016.0,通過,,未錄取,False
112-商經230,112,132,,世新大學,私立大學,圖文傳播學系,傳播類,815001.0,未通過,未通過第1項倍率篩選,,False
112-商經230,112,132,,玄奘大學,私立大學,視覺傳達設計學系,設計類,827003.0,通過,,未錄取,False
112-商經235,112,132,,國立勤益科技大學,國立科大,企業管理系,商管類,110026.0,未通過,未通過第3項倍率篩選,,False
112-商經235,112,132,,國立臺中科技大學,國立科大,應用統計系,商管類,113021.0,通過,,正取,False
112-商經235,112,132,,國立聯合大學,國立大學,經營管理學系,商管類,724012.0,未通過,未通過同級分超額篩選,,False
112-商經235,112,132,,逢甲大學,私立大學,風險管理與保險學系,商管類,807012.0,未通過,未通過第1項倍率篩選,,False
112-商經235,112,132,,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,816004.0,通過,,未錄取,False
112-商經305,112,133,,國立勤益科技大學,國立科大,資訊工程系,資訊類,110012.0,通過,,未錄取,False
112-商經305,112,133,,國立臺中科技大學,國立科大,老人服務事業管理系,商管類,113038.0,通過,,未錄取,False
112-商經305,112,133,,國立體育大學,國立大學,休閒產業經營學系,餐旅觀光類,731001.0,未通過,未通過第1項倍率篩選,,False
112-商經307,112,133,,國立屏東科技大學,國立科大,農企業管理系,商管類,103034.0,未通過,未通過第1項倍率篩選,,False
112-商經307,112,133,,國立高雄科技大學,國立科大,運籌管理系,商管類,105051.0,未通過,未通過同級分超額篩選,,False
112-商經307,112,133,,國立高雄科技大學,國立科大,漁業科技與管理系,商管類,105093.0,通過,,備取10,False
112-商經307,112,133,,國立勤益科技大學,國立科大,工業工程與管理系,工程類,110022.0,未通過,未通過第1項倍率篩選,,False
112-商經307,112,133,,國立臺北護理健康大學,國立大學,健康事業管理系,商管類,111005.0,未通過,未通過第3項倍率篩選,,False
112-商經307,112,133,,國立臺中科技大學,國立科大,人工智慧應用工程 學士學位學程,資訊類,113043.0,未通過,未通過第2項倍率篩選,,False
112-商經310,112,133,,崑山科技大學,私立科大,資訊工程系,資訊類,203039.0,通過,,未錄取,False
