student_id,畢業年度,班級_標準,錄取管道,錄取管道_原始,錄取學校,學校類型,錄取科系,科系分類,錄取身分,二階結果,資料來源
112-資料118,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,工業管理系,商管類,,未錄取,第二階篩選
112-資料118,112,431.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,休閒事業經營學系,餐旅觀光類,,未錄取,第二階篩選
112-資料119,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料119,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,休閒運動健康系,餐旅觀光類,,未錄取,第二階篩選
112-資料119,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,行銷與流通管理系,商管類,,未錄取,第二階篩選
112-資料119,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,未錄取,第二階篩選
112-資料119,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,海事資訊科技系,資訊類,,未錄取,第二階篩選
112-資料120,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,備取5,第二階篩選
112-資料120,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
112-資料120,112,431.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料121,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,風險管理與保險系,商管類,,未錄取,第二階篩選
112-資料121,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,智慧商務系,商管類,,正取,第二階篩選
112-資料121,112,431.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊管理系,資訊類,,備取2,第二階篩選
112-資料121,112,431.0,科大甄選,四技二專甄選,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料121,112,431.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,備取21,第二階篩選
112-資料123,112,431.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,正取,第二階篩選
112-資料123,112,431.0,科大甄選,四技二專甄選,逢甲大學,私立大學,合作經濟暨社會事業經營學系,商管類,,未錄取,第二階篩選
112-資料123,112,431.0,科大甄選,四技二專甄選,世新大學,私立大學,資訊管理學系資訊管理組,資訊類,,未錄取,第二階篩選
112-資料123,112,431.0,科大甄選,四技二專甄選,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,,正取,第二階篩選
112-資料123,112,431.0,科大甄選,四技二專甄選,實踐大學,私立大學,企業管理學系（臺北校區）,商管類,,未錄取,第二階篩選
112-資料124,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,工業管理系,商管類,,正取,第二階篩選
112-資料124,112,431.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,國際經營與貿易學系,商管類,,備取26,第二階篩選
112-資料124,112,431.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,企業管理學系,商管類,,備取9,第二階篩選
112-資料125,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料125,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,工業工程與管理系,工程類,,正取,第二階篩選
112-資料125,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,商務資訊應用系,資訊類,,未錄取,第二階篩選
112-資料125,112,431.0,科大甄選,四技二專甄選,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,,備取10,第二階篩選
112-資料125,112,431.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料126,112,431.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,資訊管理系,資訊類,,--,第二階篩選
112-資料126,112,431.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,企業管理系,商管類,,--,第二階篩選
112-資料126,112,431.0,科大甄選,四技二專甄選,銘傳大學,私立大學,企業管理學系（台北校區）,商管類,,正取,第二階篩選
112-資料127,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
112-資料127,112,431.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,資訊工程系,資訊類,,正取,第二階篩選
112-資料127,112,431.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料127,112,431.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料128,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,金融系,商管類,,未錄取,第二階篩選
112-資料128,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,金融資訊系,資訊類,,--,第二階篩選
112-資料128,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,財政稅務系,商管類,,未錄取,第二階篩選
112-資料128,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,--,第二階篩選
112-資料128,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,--,第二階篩選
112-資料128,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,,--,第二階篩選
112-資料129,112,431.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,工業管理系,商管類,,正取,第二階篩選
112-資料129,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊工程系,資訊類,,未錄取,第二階篩選
112-資料130,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,應用日語系,語文類,,未錄取,第二階篩選
112-資料130,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,多媒體設計系,資訊類,,未錄取,第二階篩選
112-資料130,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,商業設計管理系（桃園校區）,設計類,,--,第二階篩選
112-資料130,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,數位多媒體設計系（桃園校區）,資訊類,,--,第二階篩選
112-資料131,112,431.0,科大甄選,四技二專甄選,弘光科技大學,私立科大,動物保健系,醫護健康類,,未錄取,第二階篩選
112-資料131,112,431.0,科大甄選,四技二專甄選,醒吾科技大學,私立科大,時尚產業經營管理系,設計類,,未錄取,第二階篩選
112-資料131,112,431.0,科大甄選,四技二專甄選,國立臺東專科學校,國立大學,行銷與流通管理科,商管類,,未錄取,第二階篩選
112-資料134,112,431.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,資訊工程系,資訊類,,正取,第二階篩選
112-資料134,112,431.0,科大甄選,四技二專甄選,國立聯合大學,國立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料134,112,431.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料134,112,431.0,科大甄選,四技二專甄選,世新大學,私立大學,資訊管理學系資訊科技組,資訊類,,未錄取,第二階篩選
112-資料135,112,431.0,科大甄選,四技二專甄選,國立雲林科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料135,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,金融系,商管類,,未錄取,第二階篩選
112-資料135,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,未錄取,第二階篩選
112-資料135,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,財政稅務系（臺北校區）,商管類,,備取26,第二階篩選
112-資料135,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,,未錄取,第二階篩選
112-資料136,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,海事資訊科技系,資訊類,,未錄取,第二階篩選
112-資料136,112,431.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,工業工程與管理系,工程類,,未錄取,第二階篩選
112-資料136,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊管理系,資訊類,,備取10,第二階篩選
112-資料136,112,431.0,科大甄選,四技二專甄選,國立體育大學,國立大學,休閒產業經營學系,餐旅觀光類,,未錄取,第二階篩選
112-資料136,112,431.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,未錄取,第二階篩選
112-資料137,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,未錄取,第二階篩選
112-資料137,112,431.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,企業管理系（臺北校區）,商管類,,正取,第二階篩選
112-資料138,112,431.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,工業管理系,商管類,,正取,第二階篩選
112-資料138,112,431.0,科大甄選,四技二專甄選,國立勤益科技大學,國立科大,資訊工程系,資訊類,,正取,第二階篩選
112-資料139,112,431.0,科大甄選,四技二專甄選,國立屏東科技大學,國立科大,財務金融國際學士學位學程,商管類,,未錄取,第二階篩選
112-資料139,112,431.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,應用日語系,語文類,,正取,第二階篩選
112-資料139,112,431.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,應用日語系,語文類,,正取,第二階篩選
112-資料202,112,432.0,科大甄選,四技二專甄選,國立高雄科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料202,112,432.0,科大甄選,四技二專甄選,國立虎尾科技大學,國立科大,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料202,112,432.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,未錄取,第二階篩選
112-資料203,112,432.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,資訊管理系,資訊類,,正取,第二階篩選
112-資料203,112,432.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料206,112,432.0,科大甄選,四技二專甄選,國立臺北科技大學,國立科大,資訊與財金管理系,資訊類,,備取4,第二階篩選
112-資料207,112,432.0,科大甄選,四技二專甄選,國立臺中科技大學,國立科大,財務金融系,商管類,,備取36,第二階篩選
112-資料207,112,432.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,財務金融學系,商管類,,未錄取,第二階篩選
112-資料207,112,432.0,科大甄選,四技二專甄選,國立屏東大學,國立大學,行銷與流通管理學系,商管類,,未錄取,第二階篩選
112-資料209,112,432.0,科大甄選,四技二專甄選,國立臺北護理健康大學,國立大學,資訊管理系,資訊類,,未錄取,第二階篩選
112-資料209,112,432.0,科大甄選,四技二專甄選,中原大學,私立大學,資訊管理學系,資訊類,,正取,第二階篩選
112-資料210,112,432.0,科大甄選,四技二專甄選,國立臺灣科技大學,國立科大,資訊管理系（資安人才）,資訊類,,正取,第二階篩選
112-資料210,112,432.0,科大甄選,四技二專甄選,國立臺北商業大學,國立大學,資訊管理系（臺北校區）,資訊類,,正取,第二階篩選
